"Status","Year","Sexual_orientation","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","120","110","33870","28650"
"Leaver CS","2021","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Declared non-disabled","60","50","29370","26530"
"Leaver CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","140","120","26450","24500"
"Leaver CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","110","110","26910","24230"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","740","590","26000","26890"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","3780","3020","27980","26890"
"Leaver CS","2021","Unknown","Unknown","Undeclared","430","360","35660","29930"
"Leaver CS","2021","Unknown","Unknown","Unknown","3380","2890","31870","27570"
"Leaver CS","2022","Heterosexual / straight","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Declared non-disabled","200","180","38680","35010"
"Leaver CS","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Declared non-disabled","170","160","43880","38990"
"Leaver CS","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Declared non-disabled","160","150","40940","37510"
"Leaver CS","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Declared non-disabled","160","130","30190","27570"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Declared non-disabled","110","100","22660","21260"
"Leaver CS","2022","Heterosexual / straight","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Declared disabled","80","70","39240","35360"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","600","570","43430","40020"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","90","80","42090","37290"
"Leaver CS","2022","Heterosexual / straight","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Declared non-disabled","250","230","40280","35390"
"Leaver CS","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Declared non-disabled","50","50","25370","24920"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Declared disabled","70","60","33920","29500"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Declared non-disabled","350","330","37240","33300"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Declared non-disabled","350","310","46820","50500"
"Leaver CS","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Unknown","100","90","37480","38000"
"Leaver CS","2022","Heterosexual / straight","No function","Declared disabled","1970","1710","28790","27570"
"Leaver CS","2022","Heterosexual / straight","No function","Declared non-disabled","11800","10760","31860","27570"
"Leaver CS","2022","Heterosexual / straight","No function","Undeclared","630","550","28660","26300"
"Leaver CS","2022","Heterosexual / straight","No function","Unknown","760","650","36160","32310"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Declared disabled","100","90","38300","34870"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Declared non-disabled","730","680","39270","35620"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Declared non-disabled","290","270","34550","32940"
"Leaver CS","2022","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Declared non-disabled","400","380","32370","29250"
"Leaver CS","2022","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Unknown","70","70","33330","39070"
"Leaver CS","2022","Heterosexual / straight","Unknown","Declared disabled","440","380","29420","26100"
"Leaver CS","2022","Heterosexual / straight","Unknown","Declared non-disabled","3050","2720","32170","27250"
"Leaver CS","2022","Heterosexual / straight","Unknown","Undeclared","130","120","29080","25350"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","270","250","35230","28980"
"Leaver CS","2022","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data & Technology","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","No function","Declared disabled","310","300","28320","27570"
"Leaver CS","2022","LGBO","No function","Declared non-disabled","870","830","30710","27570"
"Leaver CS","2022","LGBO","No function","Undeclared","80","80","[c]","[c]"
"Leaver CS","2022","LGBO","No function","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Declared disabled","50","50","28970","27570"
"Leaver CS","2022","LGBO","Unknown","Declared non-disabled","130","120","30480","24890"
"Leaver CS","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Declared non-disabled","100","90","38720","36010"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Declared disabled","250","210","27100","26780"
"Leaver CS","2022","Undeclared","No function","Declared non-disabled","1080","920","31270","27570"
"Leaver CS","2022","Undeclared","No function","Undeclared","360","320","34020","27880"
"Leaver CS","2022","Undeclared","No function","Unknown","330","160","41790","36340"
"Leaver CS","2022","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Declared non-disabled","60","50","39040","39600"
"Leaver CS","2022","Undeclared","Project Delivery","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","80","60","30170","27370"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","320","270","32390","28260"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","140","120","33510","30500"
"Leaver CS","2022","Undeclared","Unknown","Unknown","90","40","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Declared non-disabled","50","50","43280","36630"
"Leaver CS","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Unknown","90","80","34060","30710"
"Leaver CS","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","160","160","69550","65000"
"Leaver CS","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","100","100","43470","39370"
"Leaver CS","2022","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Declared non-disabled","60","40","28950","27570"
"Leaver CS","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Declared non-disabled","60","50","45360","38450"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","270","260","38370","35950"
"Leaver CS","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Declared non-disabled","90","80","23000","21300"
"Leaver CS","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","80","80","30620","27320"
"Leaver CS","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Declared non-disabled","80","60","51120","55200"
"Leaver CS","2022","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Unknown","70","70","48570","50690"
"Leaver CS","2022","Unknown","No function","Declared disabled","150","120","29640","27570"
"Leaver CS","2022","Unknown","No function","Declared non-disabled","1230","970","30120","27570"
"Leaver CS","2022","Unknown","No function","Undeclared","240","190","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","4360","4090","31250","26130"
"Leaver CS","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Declared non-disabled","60","60","41540","38260"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","180","170","38770","33610"
"Leaver CS","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","130","120","26960","22040"
"Leaver CS","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","140","130","29110","26540"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","470","360","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","2780","2230","31870","27570"
"Leaver CS","2022","Unknown","Unknown","Undeclared","250","210","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","3250","2890","31070","27570"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Declared non-disabled","140","140","42320","37790"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Declared non-disabled","60","60","40980","39350"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Declared non-disabled","80","80","45090","40850"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Declared non-disabled","100","100","45200","40600"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Declared non-disabled","110","110","46200","43320"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Declared non-disabled","250","240","37480","32000"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Declared non-disabled","100","100","42030","35330"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","No function","Declared disabled","220","210","35100","32000"
"Leaver Dept.","2021","Heterosexual / straight","No function","Declared non-disabled","1660","1610","38570","32910"
"Leaver Dept.","2021","Heterosexual / straight","No function","Undeclared","100","90","34120","32000"
"Leaver Dept.","2021","Heterosexual / straight","No function","Unknown","130","130","43980","38400"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Declared non-disabled","290","280","40860","35810"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Declared non-disabled","60","60","40360","33960"
"Leaver Dept.","2021","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Declared disabled","230","220","33760","28630"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Declared non-disabled","1940","1850","34700","29860"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Undeclared","80","80","34680","30200"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
