"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Medicine","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Asian","Female","130","130","27940","24890"
"Leaver Dept.","2021","Operational Delivery","Asian","Male","80","80","27130","25080"
"Leaver Dept.","2021","Operational Delivery","Black","Female","80","70","27850","25180"
"Leaver Dept.","2021","Operational Delivery","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Male","70","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Female","220","210","27870","22680"
"Leaver Dept.","2021","Operational Delivery","Unknown","Male","160","160","27390","23480"
"Leaver Dept.","2021","Operational Delivery","White","Female","640","610","29320","24310"
"Leaver Dept.","2021","Operational Delivery","White","Male","470","470","30100","25040"
"Leaver Dept.","2021","Operational Research","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","White","Female","120","110","35970","27870"
"Leaver Dept.","2021","Other","White","Male","70","70","39870","32830"
"Leaver Dept.","2021","Planning","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Asian","Female","90","80","41500","36790"
"Leaver Dept.","2021","Policy","Asian","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Female","320","310","41980","37410"
"Leaver Dept.","2021","Policy","Unknown","Male","250","250","41360","36990"
"Leaver Dept.","2021","Policy","White","Female","440","420","47350","42780"
"Leaver Dept.","2021","Policy","White","Male","360","350","46640","40690"
"Leaver Dept.","2021","Policy","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","White","Female","140","140","41820","33770"
"Leaver Dept.","2021","Project Delivery","White","Male","120","120","43480","40380"
"Leaver Dept.","2021","Property","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","White","Male","60","60","35750","32680"
"Leaver Dept.","2021","Science and Engineering","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","White","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Tax","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Female","200","180","34440","31060"
"Leaver Dept.","2021","Unknown","Asian","Male","210","200","33540","31060"
"Leaver Dept.","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Female","130","120","33180","30240"
"Leaver Dept.","2021","Unknown","Black","Male","90","80","33150","30350"
"Leaver Dept.","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Female","80","70","36080","32000"
"Leaver Dept.","2021","Unknown","Mixed","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Female","70","60","35210","31980"
"Leaver Dept.","2021","Unknown","Undeclared","Male","90","80","35250","31240"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","880","730","35110","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","810","700","36740","32000"
"Leaver Dept.","2021","Unknown","White","Female","1670","1510","34920","31990"
"Leaver Dept.","2021","Unknown","White","Male","1170","1080","37300","32000"
"Leaver Dept.","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","White","Female","150","140","38440","36640"
"Leaver Dept.","2022","Commercial","White","Male","110","100","42160","37650"
"Leaver Dept.","2022","Communications","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","White","Female","130","110","41820","37830"
"Leaver Dept.","2022","Communications","White","Male","90","80","46620","37850"
"Leaver Dept.","2022","Corporate Finance","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","White","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","White","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","White","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Asian","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Asian","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Male","90","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","White","Female","160","150","40660","37920"
"Leaver Dept.","2022","Digital, Data and Technology","White","Male","230","230","43460","38950"
"Leaver Dept.","2022","Economics","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","White","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Economics","White","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Finance","Asian","Female","30","30","[c]","[c]"
