"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Unknown","280","230","26360","26120"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","80","60","29000","27240"
"Leaver CS","2021","Undeclared","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","70","60","31150","27240"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","110","110","26050","22460"
"Leaver CS","2021","Undeclared","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Security","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Operational Delivery","380","340","22150","20100"
"Leaver CS","2021","Undeclared","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Operational Delivery","110","100","27810","22820"
"Leaver CS","2021","Undeclared","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Legal","70","60","61900","55610"
"Leaver CS","2021","Unknown","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","200","190","48180","33300"
"Leaver CS","2021","Unknown","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","80","70","28360","24250"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","180","160","26820","24370"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Policy","140","140","37510","32400"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","60","60","28710","24920"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Operational Delivery","100","90","23300","21590"
"Leaver CS","2021","Unknown","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","1620","1350","26680","26890"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","80","70","34910","34530"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","180","30","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Operational Delivery","60","50","26190","22350"
"Leaver CS","2021","Unknown","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Property","80","60","29030","25500"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","5430","4570","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Other","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Medicine","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Other","290","280","31820","30180"
"Leaver CS","2021","Unknown","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Science and Engineering","60","60","30630","26940"
"Leaver CS","2021","Unknown","Ministry of Defence","Security","80","80","27280","24070"
"Leaver CS","2021","Unknown","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
