"Status","Year","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","110","100","34400","31770"
"Leaver Dept.","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Declared non-disabled","150","150","41780","32410"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","90","90","40900","32410"
"Leaver Dept.","2022","Cabinet Office","Declared disabled","130","130","39540","34550"
"Leaver Dept.","2022","Cabinet Office","Declared non-disabled","850","840","46690","40600"
"Leaver Dept.","2022","Cabinet Office","Undeclared","50","50","41540","38200"
"Leaver Dept.","2022","Cabinet Office","Unknown","840","840","37830","32000"
"Leaver Dept.","2022","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","70","60","40190","33720"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","490","470","44070","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","190","190","37520","34540"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","150","150","44610","38280"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Declared non-disabled","320","310","43580","40090"
"Leaver Dept.","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","140","130","39440","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","380","370","27730","24920"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Declared non-disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Declared non-disabled","260","260","41590","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","60","60","41700","33340"
"Leaver Dept.","2022","Department for Transport","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Declared non-disabled","410","400","37150","34710"
"Leaver Dept.","2022","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","170","170","35190","31040"
"Leaver Dept.","2022","Department for Work and Pensions","Declared disabled","390","380","29790","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Declared non-disabled","2280","2220","29700","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","170","170","30790","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","260","250","31650","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Declared disabled","390","330","38300","32790"
"Leaver Dept.","2022","Department of Health and Social Care","Declared non-disabled","4400","3970","40810","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","80","80","38870","35100"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","3000","1670","49370","41990"
"Leaver Dept.","2022","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Declared non-disabled","240","70","44050","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","140","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Declared non-disabled","730","710","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","520","500","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Declared non-disabled","160","150","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Declared disabled","100","90","35920","30150"
"Leaver Dept.","2022","Home Office","Declared non-disabled","1040","1010","35930","28990"
"Leaver Dept.","2022","Home Office","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Unknown","230","230","33260","28660"
"Leaver Dept.","2022","Ministry of Defence","Declared disabled","110","110","36780","33300"
"Leaver Dept.","2022","Ministry of Defence","Declared non-disabled","790","780","36360","33300"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","80","80","37310","37640"
"Leaver Dept.","2022","Ministry of Defence","Unknown","130","130","36270","34460"
"Leaver Dept.","2022","Ministry of Justice","Declared disabled","210","210","32630","29660"
"Leaver Dept.","2022","Ministry of Justice","Declared non-disabled","1130","1100","31940","26520"
"Leaver Dept.","2022","Ministry of Justice","Undeclared","130","120","32460","28310"
"Leaver Dept.","2022","Ministry of Justice","Unknown","280","280","29200","23390"
"Leaver Dept.","2022","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","70","70","40360","36740"
"Leaver Dept.","2022","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Declared non-disabled","90","90","37420","32940"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Declared non-disabled","70","70","39310","33840"
"Leaver Dept.","2022","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Unknown","60","50","37240","31300"
"Leaver Dept.","2022","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","80","80","37990","32610"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","50","50","35780","32540"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","80","80","33240","30350"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Declared non-disabled","240","230","41820","43920"
"New entrant CS","2021","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Unknown","730","720","33730","26970"
"New entrant CS","2021","Cabinet Office","Declared disabled","80","80","34640","28000"
"New entrant CS","2021","Cabinet Office","Declared non-disabled","570","560","38310","34550"
"New entrant CS","2021","Cabinet Office","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office","Unknown","1060","1050","40840","28000"
"New entrant CS","2021","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","70","70","49720","53530"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","80","80","31650","32060"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","730","720","36020","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","670","650","30150","25060"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","300","300","39040","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","60","50","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","70","60","40120","36570"
"New entrant CS","2021","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","680","670","35810","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","160","160","32460","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","1060","1030","32290","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","50","50","34800","31160"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","350","340","34020","31160"
"New entrant CS","2021","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","170","170","35720","31800"
"New entrant CS","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","200","190","33820","31800"
"New entrant CS","2021","Department for Transport","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","690","670","32140","30270"
"New entrant CS","2021","Department for Transport","Undeclared","220","220","36660","34710"
"New entrant CS","2021","Department for Transport","Unknown","460","440","27770","26130"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","2010","1960","26710","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","12620","12400","26740","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","650","630","26830","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","1900","1860","27770","27570"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","170","150","32480","29490"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","1710","1510","34740","31370"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","250","210","39450","32330"
"New entrant CS","2021","Department of Health and Social Care","Unknown","1180","1160","40170","32790"
"New entrant CS","2021","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","70","60","34680","32350"
"New entrant CS","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","660","650","26050","22350"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","140","140","26000","20880"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","1680","1650","25620","20880"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","80","80","26920","25560"
"New entrant CS","2021","HM Revenue and Customs","Unknown","3500","3420","24240","20140"
"New entrant CS","2021","HM Treasury","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared non-disabled","300","290","32930","28500"
"New entrant CS","2021","HM Treasury","Undeclared","110","110","36570","32320"
"New entrant CS","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","50","50","33150","28650"
"New entrant CS","2021","Home Office","Declared non-disabled","400","390","31760","24890"
"New entrant CS","2021","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","1710","1680","31720","26600"
"New entrant CS","2021","Ministry of Defence","Declared disabled","220","220","27390","25530"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","2860","2790","30460","26670"
"New entrant CS","2021","Ministry of Defence","Undeclared","140","130","29680","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","1000","970","30140","26000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","50","50","32050","30190"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","260","250","37760","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","100","100","36560","33210"
"New entrant CS","2021","Ministry of Justice","Declared disabled","520","510","24990","22920"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","4500","4390","24780","22850"
"New entrant CS","2021","Ministry of Justice","Undeclared","180","170","24700","22720"
"New entrant CS","2021","Ministry of Justice","Unknown","3580","3450","24480","22680"
"New entrant CS","2021","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","60","60","38030","36200"
"New entrant CS","2021","National Crime Agency","Unknown","970","960","34070","32770"
"New entrant CS","2021","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","150","150","50010","46360"
"New entrant CS","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","260","260","34910","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","60","60","42120","39000"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","140","140","35200","30000"
"New entrant CS","2021","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared disabled","140","130","28430","26160"
"New entrant CS","2021","Scottish Government","Declared non-disabled","830","810","29600","26160"
"New entrant CS","2021","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","1080","1040","31300","26160"
"New entrant CS","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","50","50","33690","33000"
"New entrant CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","80","80","46370","44080"
"New entrant CS","2021","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","80","70","30770","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","360","350","32690","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","620","590","31290","29540"
"New entrant CS","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","140","140","27890","25030"
"New entrant CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","110","110","34010","26970"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","760","740","35170","29280"
"New entrant CS","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","150","150","31360","25480"
"New entrant CS","2022","Cabinet Office","Declared disabled","130","130","37040","34550"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","730","720","38300","32950"
"New entrant CS","2022","Cabinet Office","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","1080","1070","39060","28000"
"New entrant CS","2022","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","60","60","27720","24440"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","120","120","45680","36000"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","90","90","30010","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","960","940","33450","31170"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","380","370","32190","28280"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","310","310","35710","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Declared non-disabled","170","160","37700","36500"
"New entrant CS","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","860","850","34180","29360"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared disabled","290","280","33840","29810"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Declared non-disabled","2090","2040","31240","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","110","100","35270","34710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","470","460","35330","32560"
"New entrant CS","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","200","200","36590","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","210","210","37460","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Declared disabled","80","70","32680","30190"
