"Status","Year","Organisation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Companies House","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Criminal Injuries Compensation Authority","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Commercial Service","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","White","60","50","25100","22220"
"Leaver CS","2021","Crown Prosecution Service","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
