"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","30-39","60","60","43820","40190"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","20-29","100","100","29510","28620"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","30-39","100","100","40060","35870"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","40-49","50","50","44190","40510"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","20-29","110","110","32370","32000"
"Leaver Dept.","2021","No function","Declared disabled","30-39","90","90","36860","32320"
"Leaver Dept.","2021","No function","Declared disabled","40-49","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","20-29","790","780","32020","32000"
"Leaver Dept.","2021","No function","Declared non-disabled","30-39","730","700","41630","38580"
"Leaver Dept.","2021","No function","Declared non-disabled","40-49","320","300","49220","51510"
"Leaver Dept.","2021","No function","Declared non-disabled","50-59","180","180","43310","36740"
"Leaver Dept.","2021","No function","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","20-29","70","70","33750","32120"
"Leaver Dept.","2021","No function","Undeclared","30-39","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","20-29","800","790","32490","32000"
"Leaver Dept.","2021","No function","Unknown","30-39","390","380","40110","36250"
"Leaver Dept.","2021","No function","Unknown","40-49","160","150","48460","47550"
"Leaver Dept.","2021","No function","Unknown","50-59","100","100","42770","37240"
"Leaver Dept.","2021","No function","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","20-29","100","100","31220","29700"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","30-39","100","100","40040","38920"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","40-49","80","80","48180","41570"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","50-59","60","60","49510","41840"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","20-29","90","80","29460","27570"
"Leaver Dept.","2021","Unknown","Declared disabled","30-39","130","120","36800","33620"
"Leaver Dept.","2021","Unknown","Declared disabled","40-49","110","100","33810","27570"
"Leaver Dept.","2021","Unknown","Declared disabled","50-59","90","80","34760","31560"
"Leaver Dept.","2021","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","20-29","1060","970","30280","27760"
"Leaver Dept.","2021","Unknown","Declared non-disabled","30-39","1040","950","34770","30060"
"Leaver Dept.","2021","Unknown","Declared non-disabled","40-49","740","680","38170","31850"
"Leaver Dept.","2021","Unknown","Declared non-disabled","50-59","480","450","36310","31060"
"Leaver Dept.","2021","Unknown","Declared non-disabled","60-64","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","20-29","90","80","34550","33300"
"Leaver Dept.","2021","Unknown","Undeclared","30-39","110","100","35980","31530"
"Leaver Dept.","2021","Unknown","Undeclared","40-49","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","500","420","31140","31060"
"Leaver Dept.","2021","Unknown","Unknown","30-39","330","260","39860","36360"
"Leaver Dept.","2021","Unknown","Unknown","40-49","180","140","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","130","120","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","20-29","130","130","35850","34430"
"Leaver Dept.","2022","Analysis","Declared non-disabled","30-39","80","70","47280","45540"
"Leaver Dept.","2022","Analysis","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","20-29","80","40","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","30-39","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","40-49","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","30-39","60","60","39120","37400"
"Leaver Dept.","2022","Commercial","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","30-39","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","40-49","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","50-59","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","20-29","60","60","33460","33500"
"Leaver Dept.","2022","Communications","Declared non-disabled","30-39","100","90","42260","37290"
"Leaver Dept.","2022","Communications","Declared non-disabled","40-49","60","60","47860","40640"
"Leaver Dept.","2022","Communications","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","20-29","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","30-39","60","30","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","40-49","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
