"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","National Crime Agency","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Heterosexual / straight","120","120","56340","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Heterosexual / straight","60","60","40060","34000"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Unknown","60","60","46390","40930"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Heterosexual / straight","180","160","29910","26900"
"Leaver CS","2022","Scottish Government","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","No function","Unknown","330","280","29580","26900"
"Leaver CS","2022","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Heterosexual / straight","300","280","43110","36130"
"Leaver CS","2022","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","440","400","35950","31060"
"Leaver CS","2022","The National Archives","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Heterosexual / straight","50","50","29990","29540"
"Leaver CS","2022","UK Statistics Authority","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Analysis","Unknown","50","50","28560","23050"
"Leaver CS","2022","UK Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data & Technology","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Heterosexual / straight","200","140","23720","19860"
"Leaver CS","2022","UK Statistics Authority","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","No function","Unknown","70","50","23190","19860"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
