"Status","Year","Disability","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Operational Delivery","290","280","39460","33090"
"Leaver CS","2022","Unknown","Inner London - East","Other","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Unknown","140","130","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Communications","80","60","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Digital, Data and Technology","90","60","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Human Resources","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","International Trade","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Legal","50","50","56280","55000"
"Leaver CS","2022","Unknown","Inner London - West","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Operational Delivery","500","460","38410","32540"
"Leaver CS","2022","Unknown","Inner London - West","Other","70","70","31070","28650"
"Leaver CS","2022","Unknown","Inner London - West","Policy","350","230","42700","38940"
"Leaver CS","2022","Unknown","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Unknown","380","280","47610","40600"
"Leaver CS","2022","Unknown","Kent","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Operational Delivery","120","120","25710","24000"
"Leaver CS","2022","Unknown","Kent","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Operational Delivery","120","120","24320","21260"
"Leaver CS","2022","Unknown","Lancashire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Operational Delivery","130","120","22810","20970"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Operational Delivery","100","100","25570","23520"
"Leaver CS","2022","Unknown","Merseyside","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Operational Delivery","80","80","31220","24880"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","340","280","25540","21260"
"Leaver CS","2022","Unknown","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Operational Delivery","90","90","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Operational Delivery","70","60","26610","25850"
"Leaver CS","2022","Unknown","Outer London - South","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Operational Delivery","120","110","31950","28650"
"Leaver CS","2022","Unknown","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Other","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Operational Delivery","100","100","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Operational Delivery","120","110","26370","25770"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Operational Delivery","90","90","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","190","160","22570","21590"
"Leaver CS","2022","Unknown","Unknown","Other","240","240","35950","33270"
"Leaver CS","2022","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","210","150","48970","34550"
"Leaver CS","2022","Unknown","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Operational Delivery","140","120","28610","26900"
"Leaver CS","2022","Unknown","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Unknown","150","130","38260","27940"
"Leaver CS","2022","Unknown","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Operational Delivery","200","190","30520","23650"
"Leaver CS","2022","Unknown","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
