"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Insolvency Service","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","50-59","80","80","33520","27590"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","60-64","70","60","31350","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared disabled","65+","50","50","27480","22290"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","20-29","110","110","25710","25680"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","30-39","150","140","31800","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","40-49","140","130","33670","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","50-59","300","290","33610","30690"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","60-64","340","320","33340","30690"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Declared non-disabled","65+","300","270","28890","23590"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","50-59","50","50","34020","31800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","60-64","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Undeclared","65+","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","20-29","70","70","23170","21520"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","30-39","90","90","30280","29790"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","40-49","90","80","36380","34840"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","50-59","110","100","33630","31000"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","60-64","90","80","31310","29200"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Unknown","65+","60","50","24590","20440"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","50-59","30","30","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","30-39","[c]","[c]","[c]","[c]"
