"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Declared non-disabled","110","100","44590","36330"
"Leaver CS","2022","Public Health England","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Declared non-disabled","80","80","38400","32330"
"Leaver CS","2022","Public Health England","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Unknown","80","60","46730","41350"
"Leaver CS","2022","Public Health England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Declared disabled","70","70","40740","35970"
"Leaver CS","2022","Public Health England","White","Declared non-disabled","860","780","42480","38200"
"Leaver CS","2022","Public Health England","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Unknown","180","160","48290","41390"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Unknown","240","240","36010","33270"
"Leaver CS","2022","Royal Fleet Auxiliary","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Unknown","Declared non-disabled","80","70","23030","21300"
"Leaver CS","2022","Rural Payments Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","White","Declared non-disabled","70","60","27000","25510"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Unknown","120","100","29190","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Unknown","160","140","36270","31540"
"Leaver CS","2022","Scottish Government (excl. agencies)","White","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","White","Declared non-disabled","170","150","47370","39660"
"Leaver CS","2022","Scottish Government (excl. agencies)","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","White","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Unknown","Unknown","190","180","30480","26900"
"Leaver CS","2022","Scottish Prison Service","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","White","Unknown","80","70","33900","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","White","Declared non-disabled","90","90","37130","39250"
"Leaver CS","2022","Submarine Delivery Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
