"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Declared non-disabled","80","80","40360","35070"
"Leaver CS","2022","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","White","Finance","Declared non-disabled","340","310","39880","33300"
"Leaver CS","2022","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","White","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Declared disabled","60","50","35340","31700"
"Leaver CS","2022","White","Human Resources","Declared non-disabled","280","260","39710","35050"
"Leaver CS","2022","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Inspector of Education and Training","Declared non-disabled","90","90","68620","75500"
"Leaver CS","2022","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Declared non-disabled","80","80","31920","29250"
"Leaver CS","2022","White","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","White","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","White","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Declared non-disabled","230","210","35350","30430"
"Leaver CS","2022","White","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Knowledge and Information Management","Unknown","50","40","35500","31780"
"Leaver CS","2022","White","Legal","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","White","Legal","Declared non-disabled","250","220","58130","55610"
"Leaver CS","2022","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","Unknown","60","50","50960","53050"
"Leaver CS","2022","White","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Declared non-disabled","200","170","58930","41840"
"Leaver CS","2022","White","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Medicine","Unknown","70","60","64200","57770"
"Leaver CS","2022","White","Operational Delivery","Declared disabled","1990","1700","26560","26120"
"Leaver CS","2022","White","Operational Delivery","Declared non-disabled","10840","9560","28330","26780"
"Leaver CS","2022","White","Operational Delivery","Undeclared","790","660","27350","24250"
"Leaver CS","2022","White","Operational Delivery","Unknown","650","570","34230","30430"
"Leaver CS","2022","White","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Declared disabled","240","210","26340","22330"
"Leaver CS","2022","White","Other","Declared non-disabled","1400","1290","28610","22460"
"Leaver CS","2022","White","Other","Undeclared","90","90","26370","21820"
"Leaver CS","2022","White","Other","Unknown","190","170","32480","26670"
"Leaver CS","2022","White","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","Declared disabled","100","90","43140","38220"
"Leaver CS","2022","White","Policy","Declared non-disabled","670","620","49380","46490"
"Leaver CS","2022","White","Policy","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","White","Policy","Unknown","90","70","43290","38650"
"Leaver CS","2022","White","Project Delivery","Declared disabled","70","60","38880","37230"
"Leaver CS","2022","White","Project Delivery","Declared non-disabled","410","380","42070","38620"
"Leaver CS","2022","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","White","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Declared non-disabled","240","220","37380","34000"
"Leaver CS","2022","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Declared disabled","100","90","38960","35530"
"Leaver CS","2022","White","Science and Engineering","Declared non-disabled","820","760","37990","36330"
"Leaver CS","2022","White","Science and Engineering","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Unknown","110","100","44070","40500"
"Leaver CS","2022","White","Security","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","White","Security","Declared non-disabled","360","340","32230","28890"
"Leaver CS","2022","White","Security","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","90","90","33560","39070"
"Leaver CS","2022","White","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","White","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Declared disabled","640","520","31950","27570"
"Leaver CS","2022","White","Unknown","Declared non-disabled","3440","2890","38540","30720"
"Leaver CS","2022","White","Unknown","Undeclared","200","170","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","420","320","41460","34550"
"Leaver CS","2022","White","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","Declared non-disabled","170","160","27280","25040"
"Leaver Dept.","2021","Asian","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","Declared non-disabled","100","100","41770","37780"
"Leaver Dept.","2021","Asian","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared non-disabled","340","310","33750","31060"
"Leaver Dept.","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Declared non-disabled","80","80","27150","24890"
"Leaver Dept.","2021","Black","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared non-disabled","160","150","33490","30020"
"Leaver Dept.","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Property","Declared disabled","[c]","[c]","[c]","[c]"
