"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Department for Work and Pensions","200","180","26790","27570"
"In post","2021","LGBO","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","HM Revenue and Customs","140","130","33630","31810"
"In post","2021","LGBO","East Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Ministry of Justice","310","300","27550","25400"
"In post","2021","LGBO","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Department for Work and Pensions","190","180","28240","27570"
"In post","2021","LGBO","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","HM Revenue and Customs","50","50","31050","31810"
"In post","2021","LGBO","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Home Office","60","50","26150","24890"
"In post","2021","LGBO","East of England","Ministry of Defence","80","80","30090","26670"
"In post","2021","LGBO","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Ministry of Justice","270","260","28920","27380"
"In post","2021","LGBO","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Attorney General's Departments","260","250","49570","51250"
"In post","2021","LGBO","London","Cabinet Office","370","360","47280","41820"
"In post","2021","LGBO","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Competition and Markets Authority","50","50","57990","56110"
"In post","2021","LGBO","London","Department for Business, Energy and Industrial Strategy","460","460","48170","45370"
"In post","2021","LGBO","London","Department for Digital, Culture, Media and Sport","170","170","47160","46110"
"In post","2021","LGBO","London","Department for Education","160","160","50440","53420"
"In post","2021","LGBO","London","Department for Environment, Food and Rural Affairs","180","180","45780","39510"
"In post","2021","LGBO","London","Department for International Trade","170","160","45070","38540"
"In post","2021","LGBO","London","Department for Transport","220","220","46230","42890"
"In post","2021","LGBO","London","Department for Work and Pensions","440","420","35250","31060"
"In post","2021","LGBO","London","Department of Health and Social Care","290","280","47140","40650"
"In post","2021","LGBO","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Foreign, Commonwealth and Development Office","210","200","49980","47330"
"In post","2021","LGBO","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","HM Revenue and Customs","330","320","45980","39800"
"In post","2021","LGBO","London","HM Treasury","160","160","49000","52500"
"In post","2021","LGBO","London","Home Office","400","390","43720","41950"
"In post","2021","LGBO","London","Ministry of Defence","140","140","41410","37640"
"In post","2021","LGBO","London","Ministry of Housing, Communities and Local Government","160","160","48130","53130"
"In post","2021","LGBO","London","Ministry of Justice","650","640","38090","33930"
"In post","2021","LGBO","London","National Crime Agency","70","70","41490","39840"
"In post","2021","LGBO","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","LGBO","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","The National Archives","30","30","[c]","[c]"
"In post","2021","LGBO","London","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Department for Work and Pensions","350","330","26390","27570"
"In post","2021","LGBO","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","HM Revenue and Customs","330","310","28150","25560"
"In post","2021","LGBO","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Home Office","40","40","[c]","[c]"
"In post","2021","LGBO","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Ministry of Justice","150","140","29070","26300"
"In post","2021","LGBO","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","LGBO","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Department for Education","90","90","39150","36500"
