"Status","Year","Responsibility_level","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Digital, Data and Technology","110","100","57820","56550"
"Leaver CS","2022","G6/G7","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Legal","80","70","56460","55000"
"Leaver CS","2022","G6/G7","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Operational Delivery","220","200","58530","55000"
"Leaver CS","2022","G6/G7","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Other","50","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Policy","140","90","57170","53380"
"Leaver CS","2022","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Unknown","290","250","65070","62170"
"Leaver CS","2022","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Medicine","80","60","100300","101430"
"Leaver CS","2022","SCS","Declared non-disabled","Operational Delivery","60","50","96370","93740"
"Leaver CS","2022","SCS","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Other","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Policy","60","60","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Declared non-disabled","Unknown","120","100","92620","89030"
"Leaver CS","2022","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Medicine","40","40","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Operational Delivery","230","200","37000","35070"
"Leaver CS","2022","SEO/HEO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Other","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Policy","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Science and Engineering","50","50","37760","37400"
"Leaver CS","2022","SEO/HEO","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared disabled","Unknown","160","130","37920","36130"
"Leaver CS","2022","SEO/HEO","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Commercial","130","120","37130","37000"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Communications","130","120","37630","37520"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Counter Fraud","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Digital, Data and Technology","370","350","38910","38450"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Economics","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Finance","170","150","38310","36700"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Human Resources","140","130","37550","36810"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Intelligence Analysis","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Knowledge and Information Management","130","120","35660","36330"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Legal","60","50","42650","40290"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Medicine","70","60","38980","39030"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Operational Delivery","1370","1230","36830","35910"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Other","310","290","35970","35000"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Policy","360","330","37370","36930"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Project Delivery","270","250","36630","37250"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Property","130","120","38680","38200"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Psychology","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Science and Engineering","540","490","36660","37240"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Security","60","50","41410","37090"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Unknown","870","730","39060","38580"
"Leaver CS","2022","SEO/HEO","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Operational Delivery","120","110","37790","36840"
"Leaver CS","2022","SEO/HEO","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Policy","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Commercial","80","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Communications","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Digital, Data and Technology","220","180","37370","36970"
"Leaver CS","2022","SEO/HEO","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Finance","70","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Human Resources","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Legal","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Medicine","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Operational Delivery","460","410","37140","36740"
"Leaver CS","2022","SEO/HEO","Unknown","Other","120","110","39330","40290"
"Leaver CS","2022","SEO/HEO","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Policy","250","170","36310","36500"
"Leaver CS","2022","SEO/HEO","Unknown","Project Delivery","70","60","37410","37860"
"Leaver CS","2022","SEO/HEO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Science and Engineering","90","80","37250","36800"
"Leaver CS","2022","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","520","450","36330","35030"
"Leaver CS","2022","SEO/HEO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Operational Delivery","210","190","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Operational Delivery","790","710","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","160","130","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","450","400","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","250","250","36040","33270"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","220","120","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared disabled","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Operational Delivery","490","470","20880","21010"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Declared non-disabled","Unknown","670","630","21250","21010"
"Leaver Dept.","2021","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Operational Delivery","60","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Economics","[c]","[c]","[c]","[c]"
