"Status","Year","Region_ITL3","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South Lanarkshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","20-29","80","80","35790","33730"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","30-39","60","60","50760","48630"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","20-29","70","70","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","30-39","70","70","27130","24920"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","20-29","140","140","33630","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","30-39","60","60","44200","35250"
"Leaver Dept.","2021","Unknown","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","20-29","290","290","31260","32000"
"Leaver Dept.","2021","Unknown","Unknown","30-39","80","80","37430","32000"
"Leaver Dept.","2021","Unknown","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","Declared disabled","60-64","[c]","[c]","[c]","[c]"
