"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Education","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Operational Delivery","50","50","45700","38760"
"Leaver CS","2022","Department for Education","No function","Policy","140","130","41770","36500"
"Leaver CS","2022","Department for Education","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Digital, Data and Technology","60","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Operational Delivery","160","140","24210","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Operational Delivery","190","180","27520","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Policy","260","250","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Veterinarian","40","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","International Trade","100","100","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Policy","70","70","41960","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data & Technology","Digital, Data and Technology","80","80","39000","34950"
"Leaver CS","2022","Department for Transport","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Operational Delivery","810","700","25480","26130"
"Leaver CS","2022","Department for Transport","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Unknown","230","220","45050","42470"
"Leaver CS","2022","Department for Transport","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","Counter Fraud","210","150","26810","27570"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Debt","Other","210","170","22370","21260"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data & Technology","Digital, Data and Technology","220","210","46190","42300"
"Leaver CS","2022","Department for Work and Pensions","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","Finance","50","40","37890","35310"
"Leaver CS","2022","Department for Work and Pensions","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","Operational Delivery","70","60","28960","27570"
"Leaver CS","2022","Department for Work and Pensions","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","No function","Operational Delivery","6210","5420","26360","27570"
"Leaver CS","2022","Department for Work and Pensions","No function","Other","300","280","28190","27570"
"Leaver CS","2022","Department for Work and Pensions","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","Project Delivery","70","50","36680","34290"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","1280","1200","26180","25880"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","Commercial","80","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","Communications","70","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data & Technology","Digital, Data and Technology","80","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","Finance","100","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","Human Resources","90","60","40150","36330"
"Leaver CS","2022","Department of Health and Social Care","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Knowledge and Information Management","330","300","34950","30760"
"Leaver CS","2022","Department of Health and Social Care","No function","Medicine","150","130","89180","95140"
"Leaver CS","2022","Department of Health and Social Care","No function","Operational Delivery","1340","1180","40060","36330"
"Leaver CS","2022","Department of Health and Social Care","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Other","70","60","51180","47990"
"Leaver CS","2022","Department of Health and Social Care","No function","Policy","180","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Science and Engineering","560","510","41550","39240"
"Leaver CS","2022","Department of Health and Social Care","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Digital, Data and Technology","80","70","36720","37870"
"Leaver CS","2022","HM Land Registry","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","No function","Operational Delivery","260","210","28500","27130"
"Leaver CS","2022","HM Land Registry","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Operational Delivery","60","40","26500","22080"
"Leaver CS","2022","HM Revenue and Customs","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Operational Delivery","130","120","21910","22010"
"Leaver CS","2022","HM Revenue and Customs","Property","Property","120","100","35840","30600"
"Leaver CS","2022","HM Revenue and Customs","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","4530","3830","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Policy","120","120","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Digital, Data and Technology","120","120","51880","45600"
"Leaver CS","2022","Home Office","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Intelligence Analysis","70","60","28140","27370"
