"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","Unknown","430","400","20610","20920"
"Leaver CS","2021","Other","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","No function","30","30","[c]","[c]"
"Leaver CS","2021","Other","EO","Project Delivery","70","60","20080","19040"
"Leaver CS","2021","Other","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","EO","Unknown","300","290","29360","29930"
"Leaver CS","2021","Other","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Project Delivery","50","50","33960","32720"
"Leaver CS","2021","Other","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","SEO/HEO","Unknown","200","190","36480","36240"
"Leaver CS","2021","Other","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","170","170","35220","32700"
"Leaver CS","2021","Planning","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","No function","50","50","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","EO","No function","90","80","23510","25730"
"Leaver CS","2021","Policy","EO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","No function","160","160","58890","57180"
"Leaver CS","2021","Policy","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","G6/G7","Unknown","80","70","59180","57460"
"Leaver CS","2021","Policy","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS","No function","40","40","[c]","[c]"
"Leaver CS","2021","Policy","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","No function","170","170","35870","34520"
"Leaver CS","2021","Policy","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","SEO/HEO","Unknown","100","100","37840","37410"
"Leaver CS","2021","Project Delivery","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","EO","Project Delivery","70","70","23240","25970"
"Leaver CS","2021","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Project Delivery","70","70","58240","55210"
"Leaver CS","2021","Project Delivery","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Project Delivery","190","180","36870","36970"
"Leaver CS","2021","Project Delivery","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","AA/AO","Property","90","80","19350","18780"
"Leaver CS","2021","Property","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","EO","Property","140","120","26060","25930"
"Leaver CS","2021","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","Property","150","130","38560","37710"
"Leaver CS","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","No function","50","40","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","No function","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","No function","180","170","20110","19860"
"Leaver CS","2021","Science and Engineering","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","No function","40","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","No function","60","50","55530","53170"
"Leaver CS","2021","Science and Engineering","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","No function","210","200","35090","34590"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Project Delivery","80","70","37840","37540"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Security","300","290","27790","23540"
"Leaver CS","2021","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Security","40","40","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Security","30","30","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","No function","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","4880","4000","21280","21010"
"Leaver CS","2021","Unknown","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","No function","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","3400","2800","27910","27570"
"Leaver CS","2021","Unknown","G6/G7","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","No function","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","750","620","61250","60740"
"Leaver CS","2021","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","130","90","91870","84710"
"Leaver CS","2021","Unknown","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","No function","160","140","31710","32000"
"Leaver CS","2021","Unknown","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","1950","1670","36210","35110"
"Leaver CS","2021","Unknown","Unknown","No function","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","340","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Commercial","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Commercial","180","130","37160","36780"
"Leaver CS","2022","Commercial","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Communications","70","50","[c]","[c]"
"Leaver CS","2022","Communications","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Communications","60","40","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Communications","160","150","37710","36990"
"Leaver CS","2022","Communications","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Counter Fraud","80","60","21710","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Counter Fraud","130","90","27790","27570"
"Leaver CS","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Counter Fraud","60","50","36970","36060"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Digital, Data & Technology","100","90","21170","21170"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Digital, Data & Technology","210","190","27410","26960"
"Leaver CS","2022","Digital, Data and Technology","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Digital, Data & Technology","300","280","58760","56750"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Digital, Data & Technology","560","510","38150","37290"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Unknown","70","70","39640","40450"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Analysis","70","70","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
