"Status","Year","Region_ITL2","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Inner London - West","SCS","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","70","70","36110","33570"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Education (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","HM Courts and Tribunals Service","50","50","33720","30850"
"Leaver CS","2021","Inner London - West","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","HM Revenue and Customs (excl. agencies)","110","100","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Home Office (incl. agencies)","90","90","39340","40640"
"Leaver CS","2021","Inner London - West","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","HM Prison and Probation Service","150","140","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Kent","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Home Office (incl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Kent","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Department for Work and Pensions (excl. agencies)","210","180","20790","21010"
"Leaver CS","2021","Lancashire","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","HM Prison and Probation Service","120","100","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","HM Revenue and Customs (excl. agencies)","70","60","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Department for Work and Pensions (excl. agencies)","100","80","27300","27570"
"Leaver CS","2021","Lancashire","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Courts and Tribunals Service","60","50","19120","18890"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Prison and Probation Service","130","120","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","HM Revenue and Customs (excl. agencies)","100","80","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Department for Work and Pensions (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SCS","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Ministry of Defence (excl. agencies)","60","60","30150","29930"
"Leaver CS","2021","Lincolnshire","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
