"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Communications","90","90","43960","40980"
"Leaver Dept.","2021","London","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Female","Economics","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Female","Finance","60","60","51410","50980"
"Leaver Dept.","2021","London","Female","Human Resources","90","80","42660","37100"
"Leaver Dept.","2021","London","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Legal","50","50","58530","57710"
"Leaver Dept.","2021","London","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Operational Delivery","320","310","37140","30850"
"Leaver Dept.","2021","London","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Other","80","80","38970","31540"
"Leaver Dept.","2021","London","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Policy","810","790","45550","40510"
"Leaver Dept.","2021","London","Female","Project Delivery","80","70","49450","45200"
"Leaver Dept.","2021","London","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Statistics","30","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Female","Unknown","1080","880","43240","36650"
"Leaver Dept.","2021","London","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Communications","60","60","46000","39880"
"Leaver Dept.","2021","London","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Male","Economics","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Male","Finance","60","60","51110","48720"
"Leaver Dept.","2021","London","Male","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Operational Delivery","220","210","37830","32820"
"Leaver Dept.","2021","London","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Other","60","60","[c]","[c]"
"Leaver Dept.","2021","London","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Policy","640","630","44420","39260"
"Leaver Dept.","2021","London","Male","Project Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","London","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Male","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Male","Unknown","920","760","44890","39960"
"Leaver Dept.","2021","London","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Operational Delivery","60","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","Unknown","290","270","25910","24300"
"Leaver Dept.","2021","North East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Male","Unknown","180","180","27220","27230"
"Leaver Dept.","2021","North West (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Operational Delivery","140","130","24630","21950"
"Leaver Dept.","2021","North West (England)","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Female","Unknown","350","320","29040","27570"
"Leaver Dept.","2021","North West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Operational Delivery","110","110","24870","24110"
"Leaver Dept.","2021","North West (England)","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Male","Unknown","320","300","29440","27570"
"Leaver Dept.","2021","Northern Ireland","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Operational Delivery","70","70","28020","24130"
"Leaver Dept.","2021","Scotland","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Female","Unknown","230","220","28620","27570"
"Leaver Dept.","2021","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Male","Unknown","190","180","28770","27570"
"Leaver Dept.","2021","South East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Operational Delivery","90","80","26970","23810"
"Leaver Dept.","2021","South East (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Female","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Operational Delivery","80","80","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Male","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Operational Delivery","60","50","27960","21180"
"Leaver Dept.","2021","South West (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Other","50","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Project Delivery","70","70","36410","32710"
"Leaver Dept.","2021","South West (England)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Female","Unknown","80","70","28920","27570"
"Leaver Dept.","2021","South West (England)","Male","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Other","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Project Delivery","80","80","37010","33290"
"Leaver Dept.","2021","South West (England)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Science and Engineering","70","60","34470","32360"
"Leaver Dept.","2021","South West (England)","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
