"Status","Year","Parent_department","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Defence","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","South West (England)","220","220","34870","32260"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","London","70","70","44030","38630"
"Leaver Dept.","2021","Ministry of Defence","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","South West (England)","150","150","34110","32710"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Analysis","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","London","220","220","41200","34030"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Analysis","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","East Midlands (England)","100","100","21140","19930"
"Leaver Dept.","2021","Ministry of Justice","No function","East of England","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","London","320","320","36330","30850"
"Leaver Dept.","2021","Ministry of Justice","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","South East (England)","100","90","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","South West (England)","50","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","No function","West Midlands (England)","170","160","21320","19930"
"Leaver Dept.","2021","Ministry of Justice","No function","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Debt","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","No function","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","No function","Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","No function","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Counter Fraud","London","[c]","[c]","[c]","[c]"
