"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Statistics","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Declared disabled","340","270","21670","21260"
"Leaver CS","2022","Unknown","AA/AO","Declared non-disabled","1750","1460","22410","21260"
"Leaver CS","2022","Unknown","AA/AO","Undeclared","170","140","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","1490","1310","21960","21260"
"Leaver CS","2022","Unknown","EO","Declared disabled","170","150","27590","27570"
"Leaver CS","2022","Unknown","EO","Declared non-disabled","870","740","28540","27570"
"Leaver CS","2022","Unknown","EO","Undeclared","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","660","600","27740","27570"
"Leaver CS","2022","Unknown","G6/G7","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Declared non-disabled","480","420","62800","60690"
"Leaver CS","2022","Unknown","G6/G7","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","290","250","65070","62170"
"Leaver CS","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Declared non-disabled","120","100","92620","89030"
"Leaver CS","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Declared disabled","160","130","37920","36130"
"Leaver CS","2022","Unknown","SEO/HEO","Declared non-disabled","870","730","39060","38580"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","520","450","36330","35030"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","160","130","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","220","120","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Declared non-disabled","60","60","35710","36960"
"Leaver Dept.","2021","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Declared non-disabled","60","50","39290","37420"
"Leaver Dept.","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Declared non-disabled","50","50","58480","57440"
"Leaver Dept.","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Declared non-disabled","60","60","38400","37280"
"Leaver Dept.","2021","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Declared non-disabled","100","90","35140","33640"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Declared non-disabled","60","50","59170","59160"
"Leaver Dept.","2021","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Declared non-disabled","490","470","20880","21010"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA/AO","Unknown","210","200","20800","20470"
"Leaver Dept.","2021","Operational Delivery","EO","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","EO","Declared non-disabled","330","320","25400","24890"
"Leaver Dept.","2021","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","EO","Unknown","90","90","26010","25040"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Declared non-disabled","90","90","56280","53950"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Declared non-disabled","260","260","34160","33100"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","Unknown","120","120","35170","32890"
"Leaver Dept.","2021","Operational Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
