"Status","Year","Parent_department","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","White","140","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","100","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","White","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Asian","130","120","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","White","610","580","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","630","620","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","White","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","White","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","White","70","60","34860","27180"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Asian","120","110","33830","29550"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Black","50","50","32990","28560"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","White","630","600","36070","30110"
"Leaver Dept.","2021","Home Office","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","White","80","80","35230","32590"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","White","500","490","37330","33300"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","60","50","39130","41090"
"Leaver Dept.","2021","Ministry of Defence","Unknown","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","White","180","180","41780","34680"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","50","50","42930","42790"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","White","110","110","32870","28700"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Asian","120","110","27900","22570"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Black","70","70","29000","26410"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","White","620","600","34020","28410"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","White","60","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Unknown","150","150","31520","26410"
"Leaver Dept.","2021","Ministry of Justice","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared disabled","Asian","[c]","[c]","[c]","[c]"
