"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Unknown","180","140","26320","26120"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","50","40","31670","34530"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","320","270","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Other","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Operational Delivery","100","90","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Delivery","60","50","23800","19130"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Legal","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Unknown","200","200","48410","33630"
"Leaver CS","2021","Unknown","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","70","70","27120","24250"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Policy","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","170","160","26610","24370"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Policy","140","140","37510","32400"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Operational Delivery","90","80","23220","21590"
"Leaver CS","2021","Unknown","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions","Unknown","830","780","27260","27570"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Property","80","60","29170","25500"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","1340","1180","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Other","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Medicine","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
