"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Planning Inspectors","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Female","20-29","320","290","32940","30750"
"Leaver CS","2022","Policy","Female","30-39","190","160","43400","40160"
"Leaver CS","2022","Policy","Female","40-49","120","100","52850","53250"
"Leaver CS","2022","Policy","Female","50-59","100","90","51990","51900"
"Leaver CS","2022","Policy","Female","60-64","70","60","50160","47000"
"Leaver CS","2022","Policy","Female","65+","40","30","[c]","[c]"
"Leaver CS","2022","Policy","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Male","20-29","270","230","35280","33570"
"Leaver CS","2022","Policy","Male","30-39","180","160","46640","49860"
"Leaver CS","2022","Policy","Male","40-49","80","70","58380","57430"
"Leaver CS","2022","Policy","Male","50-59","110","90","60840","57640"
"Leaver CS","2022","Policy","Male","60-64","80","70","58020","53430"
"Leaver CS","2022","Policy","Male","65+","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","20-29","70","60","30800","28050"
"Leaver CS","2022","Project Delivery","Female","30-39","70","70","41490","39650"
"Leaver CS","2022","Project Delivery","Female","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","50-59","60","60","43390","40640"
"Leaver CS","2022","Project Delivery","Female","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","20-29","90","90","30140","30200"
"Leaver CS","2022","Project Delivery","Male","30-39","80","80","39550","37550"
"Leaver CS","2022","Project Delivery","Male","40-49","60","60","47150","41470"
"Leaver CS","2022","Project Delivery","Male","50-59","90","90","47610","41480"
"Leaver CS","2022","Project Delivery","Male","60-64","70","70","48360","42780"
"Leaver CS","2022","Project Delivery","Male","65+","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Property","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Property","Female","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Property","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Property","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","50-59","50","50","[c]","[c]"
"Leaver CS","2022","Property","Male","60-64","70","70","43010","39430"
"Leaver CS","2022","Property","Male","65+","60","60","36360","36380"
"Leaver CS","2022","Psychology","Female","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Psychology","Female","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Psychology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","20-29","150","150","27300","26880"
"Leaver CS","2022","Science and Engineering","Female","30-39","150","130","36390","35900"
"Leaver CS","2022","Science and Engineering","Female","40-49","110","100","44100","40060"
"Leaver CS","2022","Science and Engineering","Female","50-59","110","100","47860","45840"
"Leaver CS","2022","Science and Engineering","Female","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Male","20-29","240","240","26300","26670"
"Leaver CS","2022","Science and Engineering","Male","30-39","140","140","38450","36950"
"Leaver CS","2022","Science and Engineering","Male","40-49","90","80","41360","39650"
"Leaver CS","2022","Science and Engineering","Male","50-59","120","120","45290","41940"
"Leaver CS","2022","Science and Engineering","Male","60-64","140","130","44420","42170"
"Leaver CS","2022","Science and Engineering","Male","65+","130","100","40030","37210"
"Leaver CS","2022","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Security","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Male","20-29","80","80","26400","25680"
"Leaver CS","2022","Security","Male","30-39","80","80","30810","28250"
"Leaver CS","2022","Security","Male","40-49","50","50","31350","26610"
"Leaver CS","2022","Security","Male","50-59","160","150","34170","39070"
"Leaver CS","2022","Security","Male","60-64","120","110","37800","39070"
"Leaver CS","2022","Security","Male","65+","80","70","27420","23340"
"Leaver CS","2022","Social Research","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Statistics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Male","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","16-19","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","20-29","1100","980","27560","27500"
"Leaver CS","2022","Unknown","Female","30-39","760","650","36070","28980"
"Leaver CS","2022","Unknown","Female","40-49","650","540","37350","27570"
"Leaver CS","2022","Unknown","Female","50-59","980","800","38520","27570"
"Leaver CS","2022","Unknown","Female","60-64","760","570","41580","36130"
"Leaver CS","2022","Unknown","Female","65+","460","310","35390","30040"
"Leaver CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","20-29","980","900","27900","25430"
"Leaver CS","2022","Unknown","Male","30-39","690","650","39330","34550"
"Leaver CS","2022","Unknown","Male","40-49","450","420","47530","40590"
"Leaver CS","2022","Unknown","Male","50-59","680","620","45430","34420"
"Leaver CS","2022","Unknown","Male","60-64","640","520","49020","43460"
"Leaver CS","2022","Unknown","Male","65+","430","310","42140","36130"
"Leaver CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Female","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","20-29","40","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","20-29","70","70","31580","30610"
"Leaver Dept.","2021","Human Resources","Female","30-39","60","50","40490","36600"
"Leaver Dept.","2021","Human Resources","Female","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","20-29","410","390","25000","22680"
"Leaver Dept.","2021","Operational Delivery","Female","30-39","350","320","27860","24470"
"Leaver Dept.","2021","Operational Delivery","Female","40-49","220","210","33940","26480"
"Leaver Dept.","2021","Operational Delivery","Female","50-59","160","150","33270","24800"
"Leaver Dept.","2021","Operational Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Male","20-29","280","270","26500","24130"
"Leaver Dept.","2021","Operational Delivery","Male","30-39","250","250","28450","25040"
"Leaver Dept.","2021","Operational Delivery","Male","40-49","160","160","33030","25670"
"Leaver Dept.","2021","Operational Delivery","Male","50-59","130","130","33620","26440"
"Leaver Dept.","2021","Operational Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","20-29","60","60","27680","26820"
"Leaver Dept.","2021","Other","Female","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Female","40-49","50","40","[c]","[c]"
"Leaver Dept.","2021","Other","Female","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Male","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Male","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","20-29","410","400","36470","33640"
"Leaver Dept.","2021","Policy","Female","30-39","330","310","46260","47400"
"Leaver Dept.","2021","Policy","Female","40-49","150","140","58050","56150"
"Leaver Dept.","2021","Policy","Female","50-59","60","60","49390","42190"
"Leaver Dept.","2021","Policy","Female","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","65+","[c]","[c]","[c]","[c]"
