"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Bedford","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedford","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedford","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Belfast","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Belfast","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bexley and Greenwich","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bexley and Greenwich","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Birmingham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Blackburn with Darwen","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Blackpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Blackpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bournemouth, Christchurch and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bournemouth, Christchurch and Poole","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bradford","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bradford","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bradford","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Breckland and South Norfolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Brent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Brent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Brighton and Hove","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Brighton and Hove","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bristol, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bromley","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Buckinghamshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Buckinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Buckinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Calderdale and Kirklees","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Calderdale and Kirklees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Calderdale and Kirklees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Calderdale and Kirklees","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cambridgeshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Camden and City of London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Camden and City of London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Camden and City of London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Camden and City of London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cardiff and Vale of Glamorgan","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Bedfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Hampshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Valleys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Central Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire West and Chester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chorley and West Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","City of Edinburgh","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","City of Edinburgh","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","City of Edinburgh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","City of Edinburgh","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Clackmannanshire and Fife","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Clackmannanshire and Fife","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Conwy and Denbighshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Coventry","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Croydon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Croydon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Croydon","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Croydon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Darlington","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Darlington","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derby","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derby","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derby","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derby","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dudley","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dudley","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Durham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Durham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Durham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ealing","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Merseyside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Riding of Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Riding of Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Surrey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Surrey","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Surrey","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Sussex CC","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Sussex CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Sussex CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Sussex CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Enfield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex Haven Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex Thames Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex Thames Gateway","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Falkirk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Flintshire and Wrexham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Flintshire and Wrexham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Flintshire and Wrexham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Flintshire and Wrexham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Glasgow City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire CC","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester North East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester North West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester South East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester South East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester South West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester South West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester South West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gwynedd","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hackney and Newham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hackney and Newham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hackney and Newham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hackney and Newham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Haringey and Islington","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Harrow and Hillingdon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hartlepool and Stockton-on-Tees","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heart of Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heart of Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hertfordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hertfordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hertfordshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hounslow and Richmond upon Thames","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hounslow and Richmond upon Thames","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hounslow and Richmond upon Thames","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Isle of Anglesey","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Isle of Anglesey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Isle of Anglesey","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Isle of Wight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent Thames Gateway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent Thames Gateway","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent Thames Gateway","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kingston upon Hull, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lambeth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lambeth","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lambeth","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancaster and Wyre","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancaster and Wyre","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancaster and Wyre","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancaster and Wyre","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leeds","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire CC and Rutland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire CC and Rutland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire CC and Rutland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire CC and Rutland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lewisham and Southwark","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lewisham and Southwark","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lewisham and Southwark","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Liverpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Liverpool","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Liverpool","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Liverpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Luton","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Luton","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medway","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medway","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mid Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
