"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Forestry and Land Scotland","Declared non-disabled","50","50","30030","28120"
"Leaver CS","2021","Unknown","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Declared non-disabled","70","50","23540","20650"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Courts and Tribunals Service","Unknown","310","300","21790","19930"
"Leaver CS","2021","Unknown","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Land Registry","Unknown","60","60","31220","25850"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Declared non-disabled","250","200","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Undeclared","220","170","[c]","[c]"
"Leaver CS","2021","Unknown","HM Prison and Probation Service","Unknown","890","850","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Declared disabled","620","500","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Declared non-disabled","2700","2240","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Undeclared","340","290","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","1780","1530","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","140","130","27030","24880"
"Leaver CS","2021","Unknown","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Declared non-disabled","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","280","260","29650","26350"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Justice (excl. agencies)","Unknown","60","60","36240","28850"
"Leaver CS","2021","Unknown","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Crime Agency","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Public Health England","Unknown","70","60","51330","42480"
"Leaver CS","2021","Unknown","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Unknown","150","150","35020","32400"
"Leaver CS","2021","Unknown","Rural Payments Agency","Unknown","90","80","25660","22800"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","100","90","39040","30650"
"Leaver CS","2021","Unknown","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Unknown","140","120","30600","28870"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","120","100","26400","19130"
"Leaver CS","2021","Unknown","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Valuation Office Agency","Unknown","80","70","25660","24500"
"Leaver CS","2021","Unknown","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Declared non-disabled","150","140","30330","24920"
"Leaver CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Declared non-disabled","270","260","49650","42490"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Companies House","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Declared non-disabled","70","70","54120","54320"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Commercial Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Declared non-disabled","80","70","32890","23230"
"Leaver CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Prosecution Service","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Prosecution Service","Declared non-disabled","170","140","42150","36240"
"Leaver CS","2022","Heterosexual / straight","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Crown Prosecution Service","Unknown","90","80","36210","38000"
"Leaver CS","2022","Heterosexual / straight","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Defence Equipment and Support","Declared disabled","60","60","38410","34810"
"Leaver CS","2022","Heterosexual / straight","Defence Equipment and Support","Declared non-disabled","520","490","34160","30500"
"Leaver CS","2022","Heterosexual / straight","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Declared non-disabled","130","120","36680","36960"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","170","160","47820","47380"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared non-disabled","80","80","41870","36520"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Declared non-disabled","120","110","46100","40370"
"Leaver CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Unknown","70","60","37360","36500"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","220","210","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","100","90","47470","39990"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Declared non-disabled","110","100","51550","46710"
"Leaver CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Declared disabled","990","820","26470","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Declared non-disabled","4460","4010","27260","27570"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Undeclared","170","160","25920","25490"
"Leaver CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Declared non-disabled","50","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","Declared non-disabled","180","150","25700","21840"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","Declared non-disabled","170","150","29660","26830"
"Leaver CS","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education and Skills Funding Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","FCDO Services","Declared non-disabled","60","60","44450","35630"
"Leaver CS","2022","Heterosexual / straight","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
