"Status","Year","Profession_of_post","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","London","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","Scotland","100","90","27690","22820"
"Leaver CS","2021","Operational Delivery","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","No function","East Midlands (England)","600","530","22620","20100"
"Leaver CS","2021","Operational Delivery","No function","East of England","590","540","27910","22350"
"Leaver CS","2021","Operational Delivery","No function","London","1000","940","33520","26960"
"Leaver CS","2021","Operational Delivery","No function","North East (England)","310","260","24460","21590"
"Leaver CS","2021","Operational Delivery","No function","North West (England)","760","670","27220","22020"
"Leaver CS","2021","Operational Delivery","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","No function","Scotland","350","310","30210","26590"
"Leaver CS","2021","Operational Delivery","No function","South East (England)","930","830","24910","21300"
"Leaver CS","2021","Operational Delivery","No function","South West (England)","570","510","29070","24000"
"Leaver CS","2021","Operational Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","No function","Wales","650","550","23090","21590"
"Leaver CS","2021","Operational Delivery","No function","West Midlands (England)","670","610","25870","20880"
"Leaver CS","2021","Operational Delivery","No function","Yorkshire and The Humber","620","550","26360","20870"
"Leaver CS","2021","Operational Delivery","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","East of England","50","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","London","160","130","34180","29370"
"Leaver CS","2021","Operational Delivery","Unknown","North East (England)","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","North West (England)","130","100","25080","23080"
"Leaver CS","2021","Operational Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","South East (England)","80","70","27370","26100"
"Leaver CS","2021","Operational Delivery","Unknown","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Wales","70","60","30880","25940"
"Leaver CS","2021","Operational Delivery","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Yorkshire and The Humber","70","60","27290","24110"
"Leaver CS","2021","Operational Research","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","London","70","70","43770","35000"
"Leaver CS","2021","Other","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","South West (England)","70","70","33000","29350"
"Leaver CS","2021","Other","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","East Midlands (England)","100","90","27510","29930"
"Leaver CS","2021","Other","Unknown","East of England","60","60","24550","21550"
"Leaver CS","2021","Other","Unknown","London","90","80","32850","28650"
"Leaver CS","2021","Other","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Overseas","70","70","38310","36960"
"Leaver CS","2021","Other","Unknown","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Other","Unknown","South East (England)","210","200","26270","22920"
"Leaver CS","2021","Other","Unknown","South West (England)","160","150","26340","22080"
"Leaver CS","2021","Other","Unknown","Unknown","150","150","34910","32400"
"Leaver CS","2021","Other","Unknown","Wales","70","60","31990","30690"
"Leaver CS","2021","Other","Unknown","West Midlands (England)","50","50","27250","21830"
"Leaver CS","2021","Other","Unknown","Yorkshire and The Humber","80","80","24570","21370"
"Leaver CS","2021","Planning","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","London","430","420","45830","39340"
"Leaver CS","2021","Policy","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","London","160","150","49410","42780"
"Leaver CS","2021","Policy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Wales","40","30","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","London","60","50","52910","44760"
"Leaver CS","2021","Project Delivery","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","South East (England)","80","70","34930","33300"
"Leaver CS","2021","Project Delivery","Project Delivery","South West (England)","140","130","38910","37940"
"Leaver CS","2021","Project Delivery","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","East Midlands (England)","60","50","25810","25500"
"Leaver CS","2021","Property","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","London","60","50","38970","32630"
"Leaver CS","2021","Property","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Property","Property","South West (England)","60","50","32630","32220"
"Leaver CS","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","Property","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","East of England","100","90","29640","25260"
"Leaver CS","2021","Science and Engineering","No function","London","80","80","38790","39780"
"Leaver CS","2021","Science and Engineering","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","North West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","South East (England)","100","100","29630","27760"
"Leaver CS","2021","Science and Engineering","No function","South West (England)","130","130","28530","24560"
"Leaver CS","2021","Science and Engineering","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Project Delivery","South West (England)","120","110","36180","33630"
"Leaver CS","2021","Science and Engineering","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","No function","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","East of England","30","30","[c]","[c]"
"Leaver CS","2021","Security","Security","London","30","30","[c]","[c]"
"Leaver CS","2021","Security","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Scotland","70","70","32480","38120"
"Leaver CS","2021","Security","Security","South East (England)","110","100","30570","27050"
"Leaver CS","2021","Security","Security","South West (England)","60","60","26870","20370"
"Leaver CS","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Wales","[c]","[c]","[c]","[c]"
