"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Black","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Defence Equipment and Support","40","40","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Prison and Probation Service","30","30","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","110","100","20420","20140"
"New entrant CS","2021","16-19","Unknown","Home Office (incl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Department for Work and Pensions (excl. agencies)","160","160","22090","21010"
"New entrant CS","2021","16-19","White","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","HM Prison and Probation Service","60","50","22570","22850"
"New entrant CS","2021","16-19","White","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","16-19","White","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
