"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Cabinet Office","Unknown","110","110","34230","33680"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Policy","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Policy","50","50","36790","36780"
"Leaver CS","2021","SEO/HEO","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Policy","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Transport","Unknown","50","50","32720","34700"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department for Work and Pensions","Unknown","340","300","35330","34290"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Operational Delivery","90","80","35830","35970"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Science and Engineering","140","130","36280","35610"
"Leaver CS","2021","SEO/HEO","Department of Health and Social Care","Unknown","70","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Operational Delivery","50","40","34760","33840"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Property","60","50","40680","42900"
"Leaver CS","2021","SEO/HEO","HM Revenue and Customs","Unknown","1110","970","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Operational Delivery","60","50","36190","35380"
"Leaver CS","2021","SEO/HEO","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Home Office","Unknown","110","100","36490","35760"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Finance","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Medicine","60","60","38410","37890"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Other","230","220","35300","34180"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Project Delivery","160","150","36940","37340"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Property","60","60","36940","36100"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Science and Engineering","160","150","35810","35620"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Defence","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Legal","80","60","40560","43460"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Operational Delivery","230","210","32870","30990"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Psychology","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Ministry of Justice","Unknown","110","90","[c]","[c]"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Operational Delivery","70","60","45570","44830"
"Leaver CS","2021","SEO/HEO","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
