"Status","Year","Age","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Manchester","50","50","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Monmouthshire and Newport","40","40","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Tower Hamlets","80","70","37620","36840"
"Leaver CS","2022","30-39","SEO/HEO","Tyneside","50","40","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Westminster","410","350","38410","38040"
"Leaver CS","2022","30-39","SEO/HEO","Wiltshire","60","50","35740","38070"
"Leaver CS","2022","30-39","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","40","30","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","110","100","34070","32700"
"Leaver CS","2022","30-39","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Angus and Dundee City","30","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Birmingham","50","40","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Blackpool","30","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","City of Edinburgh","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Durham","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Glasgow City","30","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Greater Manchester South West","30","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Leeds","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Mid Lancashire","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Oxfordshire CC","40","30","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","Solihull","[c]","[c]","[c]","[c]"
