"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","LGBO","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","EO","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","3190","2670","22210","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1340","1150","28080","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","550","470","64910","62170"
"Leaver CS","2022","Unknown","Unknown","SCS","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","1170","970","36740","36130"
"Leaver CS","2022","Unknown","Unknown","Unknown","170","120","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","SEO/HEO","70","70","35680","35790"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","SEO/HEO","60","60","39050","37940"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","G6/G7","50","50","57780","57440"
"Leaver Dept.","2021","Finance","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","SEO/HEO","60","60","39170","39290"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","G6/G7","50","50","58610","58060"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","SEO/HEO","110","110","35380","33640"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","AA/AO","520","500","20870","21010"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","EO","340","330","25360","24890"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","G6/G7","80","80","56210","53880"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","SEO/HEO","290","280","34440","33300"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","AA/AO","200","190","20610","20430"
"Leaver Dept.","2021","Operational Delivery","Unknown","EO","80","80","25570","25100"
"Leaver Dept.","2021","Operational Delivery","Unknown","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","SEO/HEO","100","100","34120","31840"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","EO","60","60","26190","26960"
"Leaver Dept.","2021","Other","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Heterosexual / straight","SEO/HEO","80","80","33770","32830"
"Leaver Dept.","2021","Other","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
