"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","40-49","60","60","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","20-29","50","40","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","30-39","70","60","38950","38200"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","40-49","60","50","41990","39380"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","40-49","50","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","50-59","70","60","48970","50580"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","20-29","90","80","26020","25060"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","30-39","80","80","31070","27570"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","40-49","80","70","37230","32250"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","40-49","40","30","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","20-29","70","60","25980","25010"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","30-39","70","70","32170","30460"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","40-49","70","60","38520","33450"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","50-59","60","60","47760","38170"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared non-disabled","20-29","90","90","28960","27570"
"Leaver Dept.","2022","East Wales","Declared non-disabled","30-39","130","120","35480","31990"
"Leaver Dept.","2022","East Wales","Declared non-disabled","40-49","80","70","36320","31990"
"Leaver Dept.","2022","East Wales","Declared non-disabled","50-59","40","30","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","20-29","60","60","25720","25530"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","30-39","100","90","26890","27570"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","40-49","80","70","30570","27570"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60-64","[c]","[c]","[c]","[c]"
