"Status","Year","Sexual_orientation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Attorney General's Departments","London","260","250","49570","51250"
"In post","2021","LGBO","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","North West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","London","370","360","47280","41820"
"In post","2021","LGBO","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Competition and Markets Authority","London","50","50","57990","56110"
"In post","2021","LGBO","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","London","460","460","48170","45370"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Wales","110","110","34510","30030"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","London","170","170","47160","46110"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","London","160","160","50440","53420"
"In post","2021","LGBO","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","North West (England)","90","90","39150","36500"
"In post","2021","LGBO","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","West Midlands (England)","50","50","37680","32590"
"In post","2021","LGBO","Department for Education","Yorkshire and The Humber","60","60","37810","36500"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","London","180","180","45780","39510"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","North West (England)","50","50","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","South East (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","South West (England)","80","80","33890","30710"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","50","50","32970","29390"
"In post","2021","LGBO","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","London","170","160","45070","38540"
"In post","2021","LGBO","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","London","220","220","46230","42890"
"In post","2021","LGBO","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
