"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Companies House","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","London","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Operational Delivery","80","70","25640","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Legal","60","50","54960","55000"
"Leaver CS","2022","Crown Prosecution Service","London","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Scotland","Other","40","30","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Finance","30","30","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Other","170","160","29330","25500"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Project Delivery","160","160","35940","32210"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Science and Engineering","200","190","35670","33000"
"Leaver CS","2022","Defence Equipment and Support","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Science and Engineering","60","50","40420","47010"
"Leaver CS","2022","Defence Science and Technology Laboratory","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Science and Engineering","140","130","31310","29230"
"Leaver CS","2022","Defence Science and Technology Laboratory","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Policy","190","180","49670","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Policy","100","100","41770","35160"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Communications","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Policy","70","70","44800","38760"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
