"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Operational Delivery","60","60","37660","31780"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Other","40","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Digital, Data and Technology","60","50","29330","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Finance","120","110","31790","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Human Resources","80","80","28670","23130"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Medicine","200","170","37180","34170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Other","550","500","24450","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Project Delivery","50","50","40390","40000"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Property","70","60","28400","26350"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Security","90","90","28960","24070"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Commercial","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Digital, Data and Technology","120","110","35700","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Finance","130","130","38380","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Intelligence Analysis","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Medicine","70","60","54770","40060"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Other","650","630","26710","22080"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Project Delivery","100","100","42480","40580"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Property","120","110","32980","33300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Science and Engineering","150","150","32720","26690"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Security","490","480","31550","27680"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Female","Operational Delivery","240","220","40680","34260"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Male","Operational Delivery","170","170","43530","41380"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Operational Delivery","90","90","39860","34580"
"Leaver CS","2022","National Crime Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Operational Delivery","170","160","42110","40170"
"Leaver CS","2022","National Crime Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Inspector of Education and Training","80","80","62030","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Inspector of Education and Training","30","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Other","60","60","34860","30950"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Other","70","70","47220","38550"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Female","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Male","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Female","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Male","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Female","Knowledge and Information Management","250","220","33920","29270"
