"Status","Year","Sex","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","No function","640","530","42350","37060"
"Leaver CS","2022","Female","Policy","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Female","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","Unknown","150","130","42870","37410"
"Leaver CS","2022","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Project Delivery","260","240","39390","36640"
"Leaver CS","2022","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Property","150","130","32600","27000"
"Leaver CS","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","No function","90","80","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","No function","490","440","39240","38600"
"Leaver CS","2022","Female","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Security","120","110","29850","26600"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Analysis","30","30","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Commercial","60","60","75620","66810"
"Leaver CS","2022","Female","Unknown","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Digital, Data & Technology","60","50","52770","54700"
"Leaver CS","2022","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","No function","660","590","41330","35060"
"Leaver CS","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Security","30","20","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","3840","3080","29570","27570"
"Leaver CS","2022","Female","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Commercial","160","130","41230","37850"
"Leaver CS","2022","Male","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Communications","130","110","39410","36780"
"Leaver CS","2022","Male","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Counter Fraud","120","100","30020","27570"
"Leaver CS","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Digital, Data & Technology","820","780","41160","38110"
"Leaver CS","2022","Male","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Unknown","90","90","51600","45600"
"Leaver CS","2022","Male","Economics","Analysis","90","90","35300","33260"
"Leaver CS","2022","Male","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Finance","220","190","42780","39010"
"Leaver CS","2022","Male","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Unknown","100","100","38850","33300"
"Leaver CS","2022","Male","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Human Resources","160","150","37950","34110"
"Leaver CS","2022","Male","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Security","50","40","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Internal Audit","40","30","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","No function","60","60","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","No function","100","90","36820","36330"
"Leaver CS","2022","Male","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Legal","210","200","57440","55000"
"Leaver CS","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","No function","60","50","90220","95140"
"Leaver CS","2022","Male","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Unknown","70","60","53270","39540"
"Leaver CS","2022","Male","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Grants Management","80","70","23780","21300"
"Leaver CS","2022","Male","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Legal","50","50","25690","22200"
"Leaver CS","2022","Male","Operational Delivery","No function","8380","7800","29100","27130"
"Leaver CS","2022","Male","Operational Delivery","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Property","50","40","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Unknown","750","630","29220","26120"
"Leaver CS","2022","Male","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Debt","90","80","22450","21260"
"Leaver CS","2022","Male","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","No function","300","290","36080","27570"
"Leaver CS","2022","Male","Other","Project Delivery","120","110","29390","25050"
"Leaver CS","2022","Male","Other","Property","30","30","[c]","[c]"
"Leaver CS","2022","Male","Other","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Unknown","960","930","29660","26670"
"Leaver CS","2022","Male","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","No function","560","470","47130","42900"
"Leaver CS","2022","Male","Policy","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Male","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Unknown","120","120","51800","45200"
"Leaver CS","2022","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","No function","30","30","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Project Delivery","360","340","42050","39750"
"Leaver CS","2022","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Property","260","240","36760","33350"
"Leaver CS","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Analysis","30","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","No function","410","390","38680","35120"
"Leaver CS","2022","Male","Science and Engineering","Project Delivery","210","200","36390","33730"
"Leaver CS","2022","Male","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Unknown","180","170","34690","28220"
"Leaver CS","2022","Male","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Security","540","520","31890","28500"
"Leaver CS","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Analysis","60","60","38810","32530"
"Leaver CS","2022","Male","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Commercial","90","90","77440","71750"
"Leaver CS","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Digital, Data & Technology","80","70","51930","54700"
"Leaver CS","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","No function","510","470","45390","42470"
"Leaver CS","2022","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Security","40","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","3080","2690","32840","27570"
"Leaver CS","2022","Male","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Communications","80","80","42560","39170"
"Leaver Dept.","2021","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Digital, Data & Technology","70","60","45730","41950"
"Leaver Dept.","2021","Female","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Finance","90","80","47680","48860"
"Leaver Dept.","2021","Female","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Human Resources","180","170","39740","35080"
"Leaver Dept.","2021","Female","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","No function","60","60","44590","39540"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Legal","70","70","54680","52830"
"Leaver Dept.","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","No function","750","710","27970","22570"
"Leaver Dept.","2021","Female","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Unknown","270","250","29930","25220"
"Leaver Dept.","2021","Female","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Unknown","90","80","31190","27040"
"Leaver Dept.","2021","Female","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Legal","[c]","[c]","[c]","[c]"
