"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Male","Finance","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Ministry of Defence","150","140","37540","33300"
"Leaver CS","2022","Male","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Ministry of Defence","50","40","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Department for International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Department of Health and Social Care","80","80","37740","36330"
"Leaver CS","2022","Male","Knowledge and Information Management","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Attorney General's Departments","150","140","57280","55000"
"Leaver CS","2022","Male","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Department of Health and Social Care","60","50","90360","95140"
"Leaver CS","2022","Male","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Ministry of Defence","70","60","54380","39540"
"Leaver CS","2022","Male","Medicine","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Attorney General's Departments","50","50","26900","23380"
"Leaver CS","2022","Male","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Department for Business, Energy and Industrial Strategy","110","110","32010","26000"
"Leaver CS","2022","Male","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Department for Environment, Food and Rural Affairs","160","160","27770","24920"
"Leaver CS","2022","Male","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Department for Transport","470","420","27440","26590"
"Leaver CS","2022","Male","Operational Delivery","Department for Work and Pensions","2340","2190","26460","27570"
"Leaver CS","2022","Male","Operational Delivery","Department of Health and Social Care","370","340","40670","34830"
"Leaver CS","2022","Male","Operational Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Food Standards Agency","30","30","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","HM Land Registry","90","80","29620","27130"
"Leaver CS","2022","Male","Operational Delivery","HM Revenue and Customs","70","60","25110","22010"
"Leaver CS","2022","Male","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Home Office","700","580","28640","25640"
"Leaver CS","2022","Male","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Ministry of Justice","4220","3990","28610","22570"
"Leaver CS","2022","Male","Operational Delivery","National Crime Agency","170","160","42110","40170"
"Leaver CS","2022","Male","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Scottish Government","270","240","31200","31510"
"Leaver CS","2022","Male","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","UK Statistics Authority","160","120","23810","20100"
"Leaver CS","2022","Male","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Welsh Government","40","40","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Department for Work and Pensions","200","180","25170","21260"
"Leaver CS","2022","Male","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Home Office","70","60","31510","25630"
"Leaver CS","2022","Male","Other","Ministry of Defence","1050","1020","29000","26670"
"Leaver CS","2022","Male","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Office of Gas and Electricity Markets","70","70","47220","38550"
"Leaver CS","2022","Male","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Scottish Government","40","40","[c]","[c]"
"Leaver CS","2022","Male","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for Business, Energy and Industrial Strategy","140","140","50370","53380"
"Leaver CS","2022","Male","Policy","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for Education","60","60","47320","41250"
"Leaver CS","2022","Male","Policy","Department for Environment, Food and Rural Affairs","110","110","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","HM Treasury","70","70","[c]","[c]"
"Leaver CS","2022","Male","Policy","Home Office","50","50","[c]","[c]"
"Leaver CS","2022","Male","Policy","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","Male","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Ministry of Defence","260","250","40560","39860"
"Leaver CS","2022","Male","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","HM Revenue and Customs","70","60","36450","31520"
"Leaver CS","2022","Male","Property","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Ministry of Defence","120","110","32950","33300"
"Leaver CS","2022","Male","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Department for Business, Energy and Industrial Strategy","30","20","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Department of Health and Social Care","140","130","44530","37150"
"Leaver CS","2022","Male","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Ministry of Defence","600","580","34740","32830"
"Leaver CS","2022","Male","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Department for Education","[c]","[c]","[c]","[c]"
