"Status","Year","Responsibility_level","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","Greater Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Department for Work and Pensions","220","200","27360","27570"
"Leaver CS","2022","EO","Greater Manchester","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","HM Revenue and Customs","60","50","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Department for Work and Pensions","110","90","27540","27570"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Ministry of Defence","120","110","26560","26670"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hampshire and Isle of Wight","UK Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","80","70","27530","27570"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Highlands and Islands","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Highlands and Islands","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Department for Work and Pensions","230","220","31030","31060"
"Leaver CS","2022","EO","Inner London - East","Department of Health and Social Care","160","150","26370","26880"
"Leaver CS","2022","EO","Inner London - East","HM Revenue and Customs","90","80","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Attorney General's Departments","60","60","28340","27350"
"Leaver CS","2022","EO","Inner London - West","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Education","50","50","27800","28500"
"Leaver CS","2022","EO","Inner London - West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for International Trade","80","80","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Department for Work and Pensions","100","100","29460","31060"
"Leaver CS","2022","EO","Inner London - West","Department of Health and Social Care","80","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Home Office","60","50","29300","28670"
"Leaver CS","2022","EO","Inner London - West","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Ministry of Justice","80","80","27510","27180"
"Leaver CS","2022","EO","Inner London - West","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inner London - West","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Department for Work and Pensions","100","100","29850","29290"
"Leaver CS","2022","EO","Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Home Office","60","50","27690","27370"
"Leaver CS","2022","EO","Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2022","EO","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Department for Work and Pensions","150","120","27340","27570"
"Leaver CS","2022","EO","Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","110","100","27520","27570"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","30","20","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Department for Work and Pensions","160","130","27400","27570"
"Leaver CS","2022","EO","Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","HM Revenue and Customs","60","40","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Home Office","130","110","25270","25040"
"Leaver CS","2022","EO","Merseyside","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Eastern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department for Work and Pensions","170","130","27340","27570"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","HM Revenue and Customs","130","110","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Northumberland, and Tyne and Wear","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - East and North East","Department for Work and Pensions","150","140","31010","31060"
"Leaver CS","2022","EO","Outer London - East and North East","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","Department for Work and Pensions","100","90","31110","31060"
"Leaver CS","2022","EO","Outer London - South","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","HM Revenue and Customs","30","30","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","Home Office","90","80","29000","28810"
"Leaver CS","2022","EO","Outer London - South","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - South","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Department for Work and Pensions","200","180","30960","31060"
"Leaver CS","2022","EO","Outer London - West and North West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Home Office","100","70","30780","29080"
"Leaver CS","2022","EO","Outer London - West and North West","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Department for Work and Pensions","100","90","27520","27570"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire and Staffordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Department for Work and Pensions","90","80","27540","27570"
"Leaver CS","2022","EO","South Yorkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Yorkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Department for Work and Pensions","70","60","27400","27570"
"Leaver CS","2022","EO","Southern Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southern Scotland","Scottish Government","30","20","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Department for Work and Pensions","170","150","28090","27570"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Surrey, East and West Sussex","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","Department for Work and Pensions","70","60","27400","27570"
"Leaver CS","2022","EO","Tees Valley and Durham","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Department for Work and Pensions","50","50","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Department for Work and Pensions","130","100","27270","27570"
"Leaver CS","2022","EO","West Central Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Ministry of Defence","30","30","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Central Scotland","Scottish Government","80","70","31950","32170"
"Leaver CS","2022","EO","West Midlands","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Department for Work and Pensions","220","190","27320","27570"
"Leaver CS","2022","EO","West Midlands","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Department for Work and Pensions","100","80","27410","27570"
"Leaver CS","2022","EO","West Wales and The Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Department for Work and Pensions","240","210","27390","27570"
"Leaver CS","2022","EO","West Yorkshire","Department of Health and Social Care","110","80","25540","25080"
"Leaver CS","2022","EO","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","HM Revenue and Customs","100","80","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2022","EO","West Yorkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bedfordshire and Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
