"Status","Year","Region_ITL2","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Tees Valley and Durham","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Male","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Female","350","270","21980","21840"
"Leaver CS","2022","Unknown","Operational Delivery","Male","170","160","23930","21840"
"Leaver CS","2022","Unknown","Other","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Male","220","220","36290","33570"
"Leaver CS","2022","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","150","120","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","130","100","46770","34550"
"Leaver CS","2022","West Central Scotland","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Operational Delivery","Female","260","210","24970","22480"
"Leaver CS","2022","West Central Scotland","Operational Delivery","Male","260","230","28340","26900"
"Leaver CS","2022","West Central Scotland","Other","Female","60","50","29600","25600"
"Leaver CS","2022","West Central Scotland","Other","Male","60","50","32780","26900"
"Leaver CS","2022","West Central Scotland","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Security","Male","60","60","36130","39070"
"Leaver CS","2022","West Central Scotland","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Central Scotland","Unknown","Female","210","160","33410","27570"
"Leaver CS","2022","West Central Scotland","Unknown","Male","170","150","38320","30790"
"Leaver CS","2022","West Midlands","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Operational Delivery","Female","530","450","29000","26360"
"Leaver CS","2022","West Midlands","Operational Delivery","Male","320","300","29870","26550"
"Leaver CS","2022","West Midlands","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Unknown","Female","190","170","25850","27570"
"Leaver CS","2022","West Midlands","Unknown","Male","150","140","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Operational Delivery","Female","250","200","24310","21300"
"Leaver CS","2022","West Wales and The Valleys","Operational Delivery","Male","190","170","28590","27370"
"Leaver CS","2022","West Wales and The Valleys","Other","Female","40","30","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Digital, Data and Technology","Male","40","40","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Knowledge and Information Management","Female","130","120","29740","27470"
"Leaver CS","2022","West Yorkshire","Knowledge and Information Management","Male","40","40","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Operational Delivery","Female","500","440","26260","26090"
"Leaver CS","2022","West Yorkshire","Operational Delivery","Male","370","350","25850","25240"
"Leaver CS","2022","West Yorkshire","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Yorkshire","Unknown","Female","280","210","29460","27570"
"Leaver CS","2022","West Yorkshire","Unknown","Male","260","230","33210","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cheshire","Operational Delivery","Female","[c]","[c]","[c]","[c]"
