"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Defence Equipment and Support","50","50","23290","20250"
"In post","2022","Asian","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Education (excl. agencies)","50","50","47620","50400"
"In post","2022","Asian","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Asian","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Valuation Office Agency","190","180","33450","30620"
"In post","2022","Asian","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Asian","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Ministry of Defence (excl. agencies)","150","150","28640","25000"
"In post","2022","Asian","Security","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Department for Work and Pensions (excl. agencies)","150","140","35600","35310"
"In post","2022","Asian","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Home Office","4490","4180","31920","28910"
"In post","2022","Asian","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Ministry of Defence (excl. agencies)","420","400","34210","26670"
"In post","2022","Asian","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Government (excl. agencies)","120","110","39450","35540"
"In post","2022","Asian","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Social Security Scotland","60","50","28840","27230"
"In post","2022","Asian","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Welsh Government (excl. agencies)","70","70","39470","38160"
"In post","2022","Asian","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
