"Status","Year","Region_ITL2","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Heterosexual / straight","Unknown","120","120","27550","27570"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","Unknown","210","200","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Heterosexual / straight","Unknown","120","110","39920","33960"
"Leaver Dept.","2021","Outer London - South","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Heterosexual / straight","Unknown","90","90","33770","30460"
"Leaver Dept.","2021","South Yorkshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Heterosexual / straight","Unknown","60","60","26250","24310"
"Leaver Dept.","2021","Tees Valley and Durham","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","No function","180","180","37570","32000"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Analysis","[c]","[c]","[c]","[c]"
