"Status","Year","Profession_of_post","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Heterosexual / straight","80","70","25370","25080"
"Leaver CS","2022","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","130","120","35510","36330"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Heterosexual / straight","230","200","58120","55000"
"Leaver CS","2022","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Unknown","70","70","59640","57220"
"Leaver CS","2022","Legal","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Heterosexual / straight","70","60","42020","38000"
"Leaver CS","2022","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Heterosexual / straight","60","50","30390","31530"
"Leaver CS","2022","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Heterosexual / straight","80","70","101080","101430"
"Leaver CS","2022","Medicine","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Heterosexual / straight","80","70","39910","39030"
"Leaver CS","2022","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Heterosexual / straight","6530","5820","21330","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","LGBO","550","530","21250","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","Undeclared","720","580","21210","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","Unknown","3050","2730","21350","21260"
"Leaver CS","2022","Operational Delivery","EO","Heterosexual / straight","4130","3660","28000","27570"
"Leaver CS","2022","Operational Delivery","EO","LGBO","360","340","27850","27570"
"Leaver CS","2022","Operational Delivery","EO","Undeclared","580","470","27990","27570"
"Leaver CS","2022","Operational Delivery","EO","Unknown","1080","940","28070","27570"
"Leaver CS","2022","Operational Delivery","G6/G7","Heterosexual / straight","480","450","58360","56850"
"Leaver CS","2022","Operational Delivery","G6/G7","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Undeclared","100","80","59780","56950"
"Leaver CS","2022","Operational Delivery","G6/G7","Unknown","190","180","58720","55930"
"Leaver CS","2022","Operational Delivery","SCS","Heterosexual / straight","60","60","96660","93740"
"Leaver CS","2022","Operational Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Heterosexual / straight","1450","1310","37060","36310"
"Leaver CS","2022","Operational Delivery","SEO/HEO","LGBO","80","80","35370","34260"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Undeclared","220","190","37960","36350"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Unknown","410","380","36410","35050"
"Leaver CS","2022","Operational Delivery","Unknown","Heterosexual / straight","890","800","31370","28200"
"Leaver CS","2022","Operational Delivery","Unknown","LGBO","80","80","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Undeclared","80","70","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","460","400","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","Heterosexual / straight","860","790","21070","21170"
"Leaver CS","2022","Other","AA/AO","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Other","AA/AO","Undeclared","120","110","20960","21170"
"Leaver CS","2022","Other","AA/AO","Unknown","150","140","21740","21260"
"Leaver CS","2022","Other","EO","Heterosexual / straight","510","480","26940","27400"
"Leaver CS","2022","Other","EO","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Other","EO","Undeclared","70","60","26680","27500"
"Leaver CS","2022","Other","EO","Unknown","160","150","25030","26350"
"Leaver CS","2022","Other","G6/G7","Heterosexual / straight","80","80","63790","61090"
"Leaver CS","2022","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","G6/G7","Unknown","50","40","59580","54400"
"Leaver CS","2022","Other","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","SEO/HEO","Heterosexual / straight","330","300","36250","35030"
"Leaver CS","2022","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","SEO/HEO","Undeclared","50","50","38780","38160"
"Leaver CS","2022","Other","SEO/HEO","Unknown","100","90","38390","38690"
"Leaver CS","2022","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Unknown","240","240","36090","33420"
"Leaver CS","2022","Planning","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","AA/AO","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","EO","Heterosexual / straight","110","100","27440","27850"
"Leaver CS","2022","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","EO","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Policy","G6/G7","Heterosexual / straight","320","290","58930","57460"
"Leaver CS","2022","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","G6/G7","Undeclared","80","40","[c]","[c]"
"Leaver CS","2022","Policy","G6/G7","Unknown","90","80","58330","53380"
"Leaver CS","2022","Policy","SCS","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Policy","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","SEO/HEO","Heterosexual / straight","380","340","36950","36500"
"Leaver CS","2022","Policy","SEO/HEO","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","Policy","SEO/HEO","Undeclared","120","60","[c]","[c]"
"Leaver CS","2022","Policy","SEO/HEO","Unknown","140","140","36530","36500"
"Leaver CS","2022","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Heterosexual / straight","60","60","25850","26150"
"Leaver CS","2022","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Heterosexual / straight","120","120","59090","57440"
"Leaver CS","2022","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Heterosexual / straight","280","260","36380","36530"
"Leaver CS","2022","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","SEO/HEO","Unknown","70","60","37830","38510"
"Leaver CS","2022","Project Delivery","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Heterosexual / straight","60","60","19430","19010"
"Leaver CS","2022","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Heterosexual / straight","130","120","38160","36840"
"Leaver CS","2022","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","AA/AO","Heterosexual / straight","120","110","21010","21010"
"Leaver CS","2022","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","EO","Heterosexual / straight","130","130","25020","25580"
"Leaver CS","2022","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","EO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","G6/G7","Heterosexual / straight","170","150","58610","54540"
"Leaver CS","2022","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","G6/G7","Unknown","60","50","55090","53220"
"Leaver CS","2022","Science and Engineering","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","SEO/HEO","Heterosexual / straight","500","460","36920","37450"
"Leaver CS","2022","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","SEO/HEO","Undeclared","90","80","37500","37640"
"Leaver CS","2022","Science and Engineering","SEO/HEO","Unknown","100","90","36090","35360"
"Leaver CS","2022","Science and Engineering","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","Heterosexual / straight","340","330","28700","25000"
"Leaver CS","2022","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","AA/AO","Undeclared","60","60","30820","33980"
"Leaver CS","2022","Security","AA/AO","Unknown","90","90","27140","25000"
"Leaver CS","2022","Security","EO","Heterosexual / straight","60","60","35660","37940"
"Leaver CS","2022","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
