"Status","Year","Function_of_post","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","Operational Delivery","Declared disabled","740","640","25710","21590"
"Leaver CS","2021","No function","Operational Delivery","Declared non-disabled","3790","3360","27800","22450"
"Leaver CS","2021","No function","Operational Delivery","Undeclared","620","520","28790","22560"
"Leaver CS","2021","No function","Operational Delivery","Unknown","1920","1810","27570","22490"
"Leaver CS","2021","No function","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Declared non-disabled","70","70","43910","36410"
"Leaver CS","2021","No function","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","No function","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Declared non-disabled","220","210","50790","46300"
"Leaver CS","2021","No function","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Policy","Unknown","240","230","39530","33460"
"Leaver CS","2021","No function","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Science and Engineering","Declared non-disabled","280","270","31530","28650"
"Leaver CS","2021","No function","Science and Engineering","Undeclared","60","50","30900","34530"
"Leaver CS","2021","No function","Science and Engineering","Unknown","130","120","33260","28300"
"Leaver CS","2021","No function","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Declared non-disabled","230","200","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Undeclared","70","50","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","110","110","35050","28420"
"Leaver CS","2021","No function","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Declared non-disabled","70","70","32580","26970"
"Leaver CS","2021","Project Delivery","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Other","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Declared non-disabled","250","230","42030","37920"
"Leaver CS","2021","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Project Delivery","Unknown","70","60","34710","33630"
"Leaver CS","2021","Project Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Declared non-disabled","100","100","36270","34590"
"Leaver CS","2021","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Property","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Property","Property","Declared non-disabled","230","200","33270","29530"
"Leaver CS","2021","Property","Property","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Property","Property","Unknown","110","100","27030","24500"
"Leaver CS","2021","Property","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Security","Security","Declared non-disabled","200","190","30450","26750"
"Leaver CS","2021","Security","Security","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Security","Security","Unknown","110","110","27960","24750"
"Leaver CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Declared non-disabled","110","90","42120","34910"
"Leaver CS","2021","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","70","60","41660","37890"
"Leaver CS","2021","Unknown","Operational Delivery","Declared disabled","80","70","29570","25220"
"Leaver CS","2021","Unknown","Operational Delivery","Declared non-disabled","530","440","28840","25310"
"Leaver CS","2021","Unknown","Operational Delivery","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","60","60","28410","24880"
"Leaver CS","2021","Unknown","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Declared disabled","120","110","26780","25630"
"Leaver CS","2021","Unknown","Other","Declared non-disabled","560","530","27000","25970"
"Leaver CS","2021","Unknown","Other","Undeclared","60","60","25930","21580"
"Leaver CS","2021","Unknown","Other","Unknown","380","370","32710","30780"
"Leaver CS","2021","Unknown","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Declared non-disabled","190","180","47060","40860"
"Leaver CS","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Declared non-disabled","70","60","33440","29050"
"Leaver CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","1410","1130","27090","26890"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","6480","5360","28200","26120"
"Leaver CS","2021","Unknown","Unknown","Undeclared","560","490","30070","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","3010","2540","31460","27570"
"Leaver CS","2021","Unknown","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","Declared non-disabled","90","90","40090","34720"
"Leaver CS","2022","Analysis","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Economics","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Analysis","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","Declared non-disabled","160","140","39640","37610"
"Leaver CS","2022","Commercial","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Commercial","Unknown","130","70","38410","35420"
"Leaver CS","2022","Commercial","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","120","110","79720","71390"
"Leaver CS","2022","Communications","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","Declared non-disabled","160","150","39250","37280"
"Leaver CS","2022","Communications","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Communications","Unknown","130","90","39820","35680"
"Leaver CS","2022","Communications","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Policy","Declared disabled","[c]","[c]","[c]","[c]"
