"Status","Year","Sexual_orientation","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","70","70","29820","27570"
"Leaver Dept.","2021","LGBO","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Department of Health and Social Care","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Home Office","Home Office (incl. agencies)","60","60","33820","28670"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Ministry of Justice","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other Cabinet Office Agencies","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other Cabinet Office Agencies","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Scottish Government","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cabinet Office","Cabinet Office (excl. agencies)","100","90","40590","33730"
"Leaver Dept.","2021","Undeclared","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Education","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","80","80","29180","27570"
"Leaver Dept.","2021","Undeclared","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Department of Health and Social Care","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Revenue and Customs","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Home Office","Home Office (incl. agencies)","100","90","39080","34520"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Defence Equipment and Support","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Ministry of Justice","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other Cabinet Office Agencies","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Welsh Government","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Cabinet Office","Cabinet Office (excl. agencies)","560","560","36930","32000"
"Leaver Dept.","2021","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","80","43130","39080"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Department for Education (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","50","50","23970","21050"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","420","410","41560","36970"
"Leaver Dept.","2021","Unknown","Department for Environment, Food and Rural Affairs","Rural Payments Agency","60","60","29230","25190"
"Leaver Dept.","2021","Unknown","Department for International Trade","Department for International Trade","120","120","41200","38300"
"Leaver Dept.","2021","Unknown","Department for Transport","Department for Transport (excl. agencies)","50","50","40850","42460"
"Leaver Dept.","2021","Unknown","Department for Transport","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Transport","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","350","330","29840","27570"
"Leaver Dept.","2021","Unknown","Department for Work and Pensions","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Foreign and Commonwealth Office (excl. agencies)","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","190","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","1620","1570","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Revenue and Customs","Valuation Office Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Home Office","Home Office (incl. agencies)","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Defence Equipment and Support","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","HM Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","HM Prison and Probation Service","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Ministry of Justice (excl. agencies)","70","70","41640","36800"
"Leaver Dept.","2021","Unknown","Ministry of Justice","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scottish Government","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Crown Prosecution Service","80","80","33850","26970"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Government Legal Department","60","60","49500","51250"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Cabinet Office (excl. agencies)","810","800","45880","40580"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Cabinet Office","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Competition and Markets Authority","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","390","380","46660","40220"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","The Insolvency Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","150","150","44840","38150"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Department for Education (excl. agencies)","280","280","42520","37100"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Education and Skills Funding Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","270","260","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Rural Payments Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for International Trade","Department for International Trade","120","110","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","230","220","40750","35330"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Planning Inspectorate","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Department for Transport (excl. agencies)","160","160","45710","42890"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Driver and Vehicle Licensing Agency","100","100","29100","26470"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Driver and Vehicle Standards Agency","90","80","31500","30700"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Maritime and Coastguard Agency","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","2150","2100","29420","27570"
"Leaver Dept.","2022","Heterosexual / straight","Department for Work and Pensions","Health and Safety Executive","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","260","[c]","[c]","[c]"
