"Status","Year","Sex","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Birmingham","West Midlands (England)","130","130","28870","23900"
"Leaver Dept.","2021","Male","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bournemouth and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Bristol, City of","South West (England)","60","60","35430","30440"
"Leaver Dept.","2021","Male","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Buckinghamshire CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Camden and City of London","London","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Cardiff and Vale of Glamorgan","Wales","110","110","36880","30970"
"Leaver Dept.","2021","Male","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Central Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","City of Edinburgh","Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Coventry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Croydon","London","110","100","39630","34250"
"Leaver Dept.","2021","Male","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Durham CC","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Glasgow City","Scotland","110","100","28190","26890"
"Leaver Dept.","2021","Male","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Greater Manchester South West","North West (England)","90","90","[c]","[c]"
"Leaver Dept.","2021","Male","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lambeth","London","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leeds","Yorkshire and The Humber","120","100","34830","31860"
"Leaver Dept.","2021","Male","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Liverpool","North West (England)","80","80","27090","24310"
"Leaver Dept.","2021","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Luton","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Manchester","North West (England)","90","90","31930","27570"
"Leaver Dept.","2021","Male","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mid Lancashire","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Monmouthshire and Newport","Wales","70","70","37750","36360"
"Leaver Dept.","2021","Male","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Nottingham","East Midlands (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Overseas","70","40","[c]","[c]"
"Leaver Dept.","2021","Male","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Sefton","North West (England)","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Sheffield","Yorkshire and The Humber","60","60","35440","32520"
"Leaver Dept.","2021","Male","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Solihull","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Somerset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Hampshire","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","South Lanarkshire","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South West Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Staffordshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Stoke-on-Trent","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Suffolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Sunderland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Swansea","Wales","60","60","29120","21950"
"Leaver Dept.","2021","Male","Swindon","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Thurrock","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tower Hamlets","London","160","150","48030","44270"
"Leaver Dept.","2021","Male","Tyneside","North East (England)","150","150","29580","27570"
"Leaver Dept.","2021","Male","Unknown","Unknown","320","320","36500","32000"
"Leaver Dept.","2021","Male","Wakefield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Walsall","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Lothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Sussex (South West)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Westminster","London","1930","1740","45000","39800"
"Leaver Dept.","2021","Male","Wiltshire","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Wirral","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Worcestershire","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","York","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Angus and Dundee City","Scotland","100","90","25040","27570"
"Leaver Dept.","2022","Female","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Barnet","London","760","690","40110","33880"
"Leaver Dept.","2022","Female","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","210","200","34530","33000"
"Leaver Dept.","2022","Female","Bedford","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Birmingham","West Midlands (England)","500","460","34060","27570"
"Leaver Dept.","2022","Female","Blackburn with Darwen","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Blackpool","North West (England)","60","50","33040","31990"
"Leaver Dept.","2022","Female","Bournemouth, Christchurch and Poole","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bradford","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Breckland and South Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bridgend and Neath Port Talbot","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bristol, City of","South West (England)","330","300","35100","30020"
"Leaver Dept.","2022","Female","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Buckinghamshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Caithness and Sutherland, and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Calderdale and Kirklees","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cambridgeshire CC","East of England","190","170","36880","31090"
"Leaver Dept.","2022","Female","Camden and City of London","London","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Cardiff and Vale of Glamorgan","Wales","190","180","31830","27570"
"Leaver Dept.","2022","Female","Central Bedfordshire","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Central Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Central Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire West and Chester","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","City of Edinburgh","Scotland","120","120","35640","28000"
"Leaver Dept.","2022","Female","Clackmannanshire and Fife","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Conwy and Denbighshire","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Coventry","West Midlands (England)","60","60","34870","30090"
"Leaver Dept.","2022","Female","Croydon","London","170","160","38500","32000"
"Leaver Dept.","2022","Female","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derby","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon CC","South West (England)","70","60","35800","28590"
"Leaver Dept.","2022","Female","Dorset","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dudley","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Durham","North East (England)","70","70","[c]","[c]"
"Leaver Dept.","2022","Female","Ealing","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Ayrshire and North Ayrshire mainland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Kent","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","East Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Surrey","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Essex Thames Gateway","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Falkirk","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Flintshire and Wrexham","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Glasgow City","Scotland","250","240","29230","27570"
"Leaver Dept.","2022","Female","Gloucestershire CC","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Greater Manchester South West","North West (England)","110","100","28100","25120"
"Leaver Dept.","2022","Female","Gwent Valleys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Gwynedd","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Hackney and Newham","London","90","80","32620","31060"
"Leaver Dept.","2022","Female","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Harrow and Hillingdon","London","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Herefordshire, County of","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Hertfordshire CC","East of England","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Hounslow and Richmond upon Thames","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Inverclyde, East Renfrewshire, and Renfrewshire","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Kent Thames Gateway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Kingston upon Hull, City of","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Lambeth","London","1120","1020","45570","40070"
"Leaver Dept.","2022","Female","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Leeds","Yorkshire and The Humber","580","370","35790","31920"
"Leaver Dept.","2022","Female","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Lewisham and Southwark","London","160","150","46460","40070"
"Leaver Dept.","2022","Female","Lincolnshire CC","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Liverpool","North West (England)","260","240","30980","25220"
"Leaver Dept.","2022","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Luton","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Manchester","North West (England)","410","390","33070","27780"
"Leaver Dept.","2022","Female","Medway","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Kent","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Mid Lancashire","North West (England)","80","70","33410","32210"
"Leaver Dept.","2022","Female","Milton Keynes","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Monmouthshire and Newport","Wales","110","100","33950","29540"
"Leaver Dept.","2022","Female","Na h-Eileanan Siar","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and North East Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Lanarkshire","Scotland","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Nottingham","East Midlands (England)","250","240","33140","28590"
"Leaver Dept.","2022","Female","Orkney Islands","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Oxfordshire CC","South East (England)","210","180","41610","38200"
"Leaver Dept.","2022","Female","Perth and Kinross, and Stirling","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Peterborough","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Powys","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Sandwell","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
