"Status","Year","Sex","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Other","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Inner London - West","620","610","44290","39250"
"Leaver Dept.","2021","Male","Policy","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","36480","32860"
"Leaver Dept.","2021","Male","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","35160","32370"
"Leaver Dept.","2021","Male","Science and Engineering","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Inner London - West","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Wales","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Eastern Scotland","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Greater Manchester","160","150","29660","27570"
"Leaver Dept.","2021","Male","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Inner London - East","90","90","44770","40600"
"Leaver Dept.","2021","Male","Unknown","Inner London - West","750","590","46070","40640"
"Leaver Dept.","2021","Male","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Lancashire","80","80","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Merseyside","80","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Northumberland and Tyne and Wear","140","140","27430","27570"
"Leaver Dept.","2021","Male","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Outer London - South","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","290","290","35130","32000"
"Leaver Dept.","2021","Male","Unknown","West Central Scotland","90","90","27420","27570"
"Leaver Dept.","2021","Male","Unknown","West Midlands","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Yorkshire","110","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","35430","32890"
"Leaver Dept.","2022","Female","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Inner London - West","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","West Yorkshire","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Inner London - West","120","80","41680","38600"
"Leaver Dept.","2022","Female","Communications","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
