"Status","Year","Region_ITL2","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North Yorkshire","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","No function","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","Declared non-disabled","70","60","30080","26780"
"Leaver CS","2021","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Declared non-disabled","100","80","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","No function","Declared non-disabled","70","60","25100","20930"
"Leaver CS","2021","Northumberland and Tyne and Wear","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","No function","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","Declared disabled","120","100","25720","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","Declared non-disabled","510","410","25830","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","Unknown","220","180","23730","21010"
"Leaver CS","2021","Outer London - East and North East","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","No function","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","Declared non-disabled","60","50","28410","30230"
"Leaver CS","2021","Outer London - East and North East","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - South","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","No function","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","Unknown","Declared non-disabled","220","190","35780","29370"
"Leaver CS","2021","Outer London - South","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","Unknown","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","No function","Declared non-disabled","140","120","34900","28040"
"Leaver CS","2021","Outer London - West and North West","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","No function","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Unknown","Declared non-disabled","170","140","30970","29910"
"Leaver CS","2021","Outer London - West and North West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Unknown","Unknown","70","70","30430","31060"
"Leaver CS","2021","Overseas","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Unknown","70","70","37470","36960"
"Leaver CS","2021","Shropshire and Staffordshire","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","No function","Declared non-disabled","150","130","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","No function","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","Declared non-disabled","120","100","29160","26890"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","No function","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2021","South Yorkshire","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","No function","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","Declared non-disabled","310","250","28890","25000"
"Leaver CS","2021","South Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","Declared non-disabled","100","70","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
