"Status","Year","Parent_department","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Home Office","Home Office","White","1340","1130","32080","26160"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Unknown","130","130","26720","23590"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","White","640","600","34560","30680"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","White","220","200","37670","38070"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Asian","70","60","32550","29200"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Black","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Undeclared","200","190","33640","33300"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Unknown","400","370","31230","26750"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","White","2610","2460","31280","26690"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Unknown","240","240","36010","33270"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","White","120","110","37710","39000"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","White","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Asian","130","120","25620","23500"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Black","100","90","25710","23720"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Undeclared","60","60","24210","20970"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Unknown","590","570","22280","20970"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","White","1120","950","24470","20970"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Asian","170","160","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Black","220","210","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Mixed","140","130","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Undeclared","130","120","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Unknown","1820","1700","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","White","4690","4310","32810","31150"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","White","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Unknown","120","120","35870","31420"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","White","220","210","46010","41750"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","White","40","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","White","250","240","42440","39840"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","White","160","150","54700","51360"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","White","170","170","45620","37710"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","White","110","90","33340","23230"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","White","100","90","30130","27360"
"Leaver CS","2022","Scottish Government","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","National Records of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Office of the Scottish Charity Regulator","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Office of the Scottish Charity Regulator","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Office of the Scottish Charity Regulator","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Office of the Scottish Charity Regulator","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Office of the Scottish Charity Regulator","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Registers of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Revenue Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","Unknown","140","110","28480","23780"
"Leaver CS","2022","Scottish Government","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","Unknown","160","150","36110","31540"
"Leaver CS","2022","Scottish Government","Scottish Government (excl. agencies)","White","240","220","45610","39660"
"Leaver CS","2022","Scottish Government","Scottish Housing Regulator","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Housing Regulator","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Housing Regulator","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Housing Regulator","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Housing Regulator","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","Unknown","200","190","30620","26900"
"Leaver CS","2022","Scottish Government","Scottish Prison Service","White","110","100","34440","35000"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Scottish Public Pensions Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Social Security Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Student Awards Agency for Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Transport Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Black","[c]","[c]","[c]","[c]"
