"Status","Year","Sex","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Operational Delivery","290","280","29660","27570"
"Leaver CS","2022","Male","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","Male","Black","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Operational Delivery","180","170","28090","27570"
"Leaver CS","2022","Male","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Operational Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Digital, Data and Technology","80","70","39560","36840"
"Leaver CS","2022","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Operational Delivery","400","350","30750","27570"
"Leaver CS","2022","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Other","70","60","30260","26670"
"Leaver CS","2022","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Science and Engineering","80","70","41290","40230"
"Leaver CS","2022","Male","Undeclared","Security","30","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Unknown","140","130","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Communications","40","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Digital, Data and Technology","210","180","40790","38450"
"Leaver CS","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Finance","50","40","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Operational Delivery","1920","1830","28520","24920"
"Leaver CS","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other","380","380","33360","30780"
"Leaver CS","2022","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Policy","180","120","42960","38840"
"Leaver CS","2022","Male","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Property","40","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Science and Engineering","100","90","30080","26070"
"Leaver CS","2022","Male","Unknown","Security","90","90","28930","25610"
"Leaver CS","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","1340","1210","38980","29250"
"Leaver CS","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Commercial","120","110","42260","38200"
"Leaver CS","2022","Male","White","Communications","80","80","39050","36840"
"Leaver CS","2022","Male","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Counter Fraud","80","70","29220","27570"
"Leaver CS","2022","Male","White","Digital, Data and Technology","550","530","42990","39700"
"Leaver CS","2022","Male","White","Economics","60","60","[c]","[c]"
"Leaver CS","2022","Male","White","Finance","210","200","43750","36820"
"Leaver CS","2022","Male","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Human Resources","120","110","41100","36330"
"Leaver CS","2022","Male","White","Inspector of Education and Training","40","30","[c]","[c]"
"Leaver CS","2022","Male","White","Intelligence Analysis","60","50","32580","30500"
"Leaver CS","2022","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Knowledge and Information Management","100","100","37280","36330"
"Leaver CS","2022","Male","White","Legal","150","140","58570","55000"
"Leaver CS","2022","Male","White","Medicine","90","80","71420","75870"
"Leaver CS","2022","Male","White","Operational Delivery","6120","5600","29220","27370"
"Leaver CS","2022","Male","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Other","980","930","29700","25630"
"Leaver CS","2022","Male","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Policy","430","400","51980","51920"
"Leaver CS","2022","Male","White","Project Delivery","310","300","43020","39800"
"Leaver CS","2022","Male","White","Property","190","180","37090","34290"
"Leaver CS","2022","Male","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Science and Engineering","620","580","37820","33950"
"Leaver CS","2022","Male","White","Security","420","400","32880","32870"
"Leaver CS","2022","Male","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Statistics","40","40","[c]","[c]"
"Leaver CS","2022","Male","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","White","Unknown","2070","1800","39950","32040"
"Leaver CS","2022","Male","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Operational Delivery","130","130","27940","24890"
"Leaver Dept.","2021","Female","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Policy","90","80","41500","36790"
"Leaver Dept.","2021","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Unknown","200","180","34440","31060"
"Leaver Dept.","2021","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Operational Delivery","80","70","27850","25180"
"Leaver Dept.","2021","Female","Black","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Policy","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Unknown","130","120","33180","30240"
"Leaver Dept.","2021","Female","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Unknown","80","70","36080","32000"
"Leaver Dept.","2021","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
