"Status","Year","Age","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","65+","Devon CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Durham CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","East Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Hertfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lambeth","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lambeth","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lambeth","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lambeth","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Leeds","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Liverpool","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Luton","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Medway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Northumberland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Nottingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Nottingham","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Oxfordshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Plymouth","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Portsmouth","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Sefton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Solihull","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Southampton","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Southampton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Suffolk","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Suffolk","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tyneside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wakefield","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Surrey","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Westminster","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Westminster","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Angus and Dundee City","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Barnet","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","60","60","18030","17140"
"New entrant CS","2022","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bedford","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Berkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Birmingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Blackpool","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Blackpool","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bradford","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Central Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Coventry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Croydon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Derby","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Devon CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Dorset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Durham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Durham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Greater Manchester South East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Greater Manchester South West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Hackney and Newham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Hertfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Leeds","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Leicester","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Leicester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Leicestershire CC and Rutland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Liverpool","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Medway","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mid Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Monmouthshire and Newport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Nottingham","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Perth and Kinross, and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Sefton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Sheffield","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Solihull","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","South Hampshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Southampton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Sunderland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Swansea","AA/AO","70","50","19030","18310"
"New entrant CS","2022","16-19","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tyneside","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","16-19","Tyneside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Warwickshire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Surrey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Westminster","EO","40","40","[c]","[c]"
"New entrant CS","2022","16-19","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wiltshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","York","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Aberdeen City and Aberdeenshire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Angus and Dundee City","AA/AO","120","120","21330","21050"
"New entrant CS","2022","20-29","Angus and Dundee City","EO","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Barking & Dagenham and Havering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Barking & Dagenham and Havering","EO","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
