"Status","Year","Ethnicity","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Operational Delivery","160","150","25350","24110"
"Leaver Dept.","2021","White","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","North West (England)","Unknown","370","350","29820","27570"
"Leaver Dept.","2021","White","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Operational Delivery","80","70","25950","24110"
"Leaver Dept.","2021","White","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland","Unknown","280","270","28800","27570"
"Leaver Dept.","2021","White","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Operational Delivery","110","110","28030","24430"
"Leaver Dept.","2021","White","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South East (England)","Unknown","80","80","29160","27570"
"Leaver Dept.","2021","White","South West (England)","Commercial","50","50","35790","32940"
"Leaver Dept.","2021","White","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Operational Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Other","60","60","34250","28360"
"Leaver Dept.","2021","White","South West (England)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Project Delivery","120","120","36610","32780"
"Leaver Dept.","2021","White","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Science and Engineering","70","70","34490","32330"
"Leaver Dept.","2021","White","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","South West (England)","Unknown","90","80","28090","27570"
"Leaver Dept.","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","200","200","36450","32000"
"Leaver Dept.","2021","White","Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Operational Delivery","120","110","26820","21590"
"Leaver Dept.","2021","White","Wales","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales","Unknown","140","130","26990","27570"
"Leaver Dept.","2021","White","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Operational Delivery","80","80","24080","21590"
"Leaver Dept.","2021","White","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","West Midlands (England)","Unknown","90","80","27300","27570"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Operational Delivery","80","80","28480","24560"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Yorkshire and The Humber","Unknown","190","180","33740","31990"
"Leaver Dept.","2022","Asian","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Medicine","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Operational Delivery","500","470","33960","31060"
"Leaver Dept.","2022","Asian","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Policy","170","150","41440","35430"
"Leaver Dept.","2022","Asian","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Science and Engineering","140","130","37210","34550"
"Leaver Dept.","2022","Asian","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","London","Unknown","180","150","44630","38330"
"Leaver Dept.","2022","Asian","London","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Operational Delivery","100","100","25170","24890"
"Leaver Dept.","2022","Asian","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North West (England)","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
