"Status","Year","Organisation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Declared non-disabled","140","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","Declared non-disabled","150","140","51450","51250"
"Leaver CS","2022","Government Legal Department","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
