"Status","Year","Disability","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","20-29","AA/AO","510","500","21230","21010"
"Leaver Dept.","2021","Declared non-disabled","20-29","EO","600","580","26870","27550"
"Leaver Dept.","2021","Declared non-disabled","20-29","G6/G7","170","160","54260","53600"
"Leaver Dept.","2021","Declared non-disabled","20-29","SEO/HEO","1010","960","34200","33300"
"Leaver Dept.","2021","Declared non-disabled","20-29","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","AA/AO","380","350","21070","21010"
"Leaver Dept.","2021","Declared non-disabled","30-39","EO","440","420","26610","27570"
"Leaver Dept.","2021","Declared non-disabled","30-39","G6/G7","590","560","56920","54760"
"Leaver Dept.","2021","Declared non-disabled","30-39","SCS","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","30-39","SEO/HEO","760","720","35980","35050"
"Leaver Dept.","2021","Declared non-disabled","30-39","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","40-49","AA/AO","200","180","21180","21010"
"Leaver Dept.","2021","Declared non-disabled","40-49","EO","290","270","26960","27570"
"Leaver Dept.","2021","Declared non-disabled","40-49","G6/G7","360","330","59050","57950"
"Leaver Dept.","2021","Declared non-disabled","40-49","SCS","120","110","87030","78550"
"Leaver Dept.","2021","Declared non-disabled","40-49","SEO/HEO","410","390","36930","35900"
"Leaver Dept.","2021","Declared non-disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","AA/AO","140","130","21040","21010"
"Leaver Dept.","2021","Declared non-disabled","50-59","EO","200","190","27120","27570"
"Leaver Dept.","2021","Declared non-disabled","50-59","G6/G7","200","190","59520","59780"
"Leaver Dept.","2021","Declared non-disabled","50-59","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","50-59","SEO/HEO","280","270","36270","35310"
"Leaver Dept.","2021","Declared non-disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","20-29","SEO/HEO","100","100","34920","34000"
"Leaver Dept.","2021","Undeclared","30-39","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","30-39","SEO/HEO","80","80","37860","38490"
"Leaver Dept.","2021","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","AA/AO","290","280","20990","20880"
"Leaver Dept.","2021","Unknown","20-29","EO","250","230","27310","27310"
"Leaver Dept.","2021","Unknown","20-29","G6/G7","120","100","53690","53200"
"Leaver Dept.","2021","Unknown","20-29","SEO/HEO","820","770","33090","32000"
"Leaver Dept.","2021","Unknown","20-29","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","AA/AO","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","EO","110","100","26750","26550"
"Leaver Dept.","2021","Unknown","30-39","G6/G7","280","240","55400","54280"
"Leaver Dept.","2021","Unknown","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","SEO/HEO","380","350","35540","33990"
"Leaver Dept.","2021","Unknown","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","AA/AO","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","EO","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","G6/G7","160","140","57130","56730"
"Leaver Dept.","2021","Unknown","40-49","SCS","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","SEO/HEO","130","110","36980","36800"
"Leaver Dept.","2021","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","AA/AO","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","EO","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","G6/G7","90","80","58520","56770"
"Leaver Dept.","2021","Unknown","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","SEO/HEO","100","90","37060","36490"
"Leaver Dept.","2021","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","AA/AO","100","100","21600","21260"
"Leaver Dept.","2022","Declared disabled","20-29","EO","180","170","27430","27570"
"Leaver Dept.","2022","Declared disabled","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","20-29","SEO/HEO","200","180","33820","33340"
"Leaver Dept.","2022","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","EO","130","120","26950","27570"
"Leaver Dept.","2022","Declared disabled","30-39","G6/G7","100","90","55180","54070"
"Leaver Dept.","2022","Declared disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","30-39","SEO/HEO","210","200","35710","35380"
"Leaver Dept.","2022","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","EO","90","80","27200","27570"
"Leaver Dept.","2022","Declared disabled","40-49","G6/G7","90","70","58210","56340"
"Leaver Dept.","2022","Declared disabled","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","SEO/HEO","160","160","35610","35310"
"Leaver Dept.","2022","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","EO","90","90","27370","27570"
"Leaver Dept.","2022","Declared disabled","50-59","G6/G7","70","60","59030","59470"
"Leaver Dept.","2022","Declared disabled","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","SEO/HEO","110","100","36770","36330"
"Leaver Dept.","2022","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","20-29","AA/AO","910","870","21410","21260"
"Leaver Dept.","2022","Declared non-disabled","20-29","EO","1410","1370","26830","27500"
"Leaver Dept.","2022","Declared non-disabled","20-29","G6/G7","260","250","54200","53420"
"Leaver Dept.","2022","Declared non-disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","20-29","SEO/HEO","1650","1590","34710","34020"
"Leaver Dept.","2022","Declared non-disabled","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","30-39","AA/AO","530","490","21560","21260"
"Leaver Dept.","2022","Declared non-disabled","30-39","EO","1000","960","26930","27570"
"Leaver Dept.","2022","Declared non-disabled","30-39","G6/G7","990","930","57100","54700"
"Leaver Dept.","2022","Declared non-disabled","30-39","SCS","100","80","82110","77080"
"Leaver Dept.","2022","Declared non-disabled","30-39","SEO/HEO","1730","1640","36250","36330"
"Leaver Dept.","2022","Declared non-disabled","30-39","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","40-49","AA/AO","370","340","21530","21260"
"Leaver Dept.","2022","Declared non-disabled","40-49","EO","660","630","27160","27570"
"Leaver Dept.","2022","Declared non-disabled","40-49","G6/G7","900","840","58530","56410"
"Leaver Dept.","2022","Declared non-disabled","40-49","SCS","210","180","91270","92500"
"Leaver Dept.","2022","Declared non-disabled","40-49","SEO/HEO","1060","990","36690","36400"
"Leaver Dept.","2022","Declared non-disabled","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","50-59","AA/AO","260","240","21370","21260"
"Leaver Dept.","2022","Declared non-disabled","50-59","EO","430","410","27170","27570"
"Leaver Dept.","2022","Declared non-disabled","50-59","G6/G7","530","500","59790","57460"
"Leaver Dept.","2022","Declared non-disabled","50-59","SCS","150","130","101850","104490"
"Leaver Dept.","2022","Declared non-disabled","50-59","SEO/HEO","710","660","36290","36320"
"Leaver Dept.","2022","Declared non-disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","EO","60","50","26890","27570"
"Leaver Dept.","2022","Declared non-disabled","60-64","G6/G7","80","70","60610","58770"
"Leaver Dept.","2022","Declared non-disabled","60-64","SCS","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","SEO/HEO","90","80","36920","36330"
"Leaver Dept.","2022","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","SEO/HEO","40","20","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","EO","80","80","27380","27570"
"Leaver Dept.","2022","Undeclared","20-29","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","SEO/HEO","110","110","35190","34020"
"Leaver Dept.","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","EO","60","60","27200","27570"
"Leaver Dept.","2022","Undeclared","30-39","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","SEO/HEO","130","120","37000","36840"
"Leaver Dept.","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","SEO/HEO","80","70","36870","36810"
"Leaver Dept.","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","AA/AO","350","340","21590","21260"
"Leaver Dept.","2022","Unknown","20-29","EO","410","310","27320","27570"
"Leaver Dept.","2022","Unknown","20-29","G6/G7","170","100","54930","54700"
"Leaver Dept.","2022","Unknown","20-29","SEO/HEO","1140","920","33230","32000"
"Leaver Dept.","2022","Unknown","20-29","Unknown","80","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","AA/AO","180","170","21530","21130"
"Leaver Dept.","2022","Unknown","30-39","EO","230","190","27320","27570"
"Leaver Dept.","2022","Unknown","30-39","G6/G7","420","270","57010","54700"
"Leaver Dept.","2022","Unknown","30-39","SCS","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","SEO/HEO","720","580","35930","35290"
"Leaver Dept.","2022","Unknown","30-39","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","AA/AO","110","100","22220","21840"
"Leaver Dept.","2022","Unknown","40-49","EO","160","130","27200","27570"
"Leaver Dept.","2022","Unknown","40-49","G6/G7","490","360","57970","54960"
"Leaver Dept.","2022","Unknown","40-49","SCS","100","60","95240","94310"
"Leaver Dept.","2022","Unknown","40-49","SEO/HEO","470","350","37880","38370"
"Leaver Dept.","2022","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","AA/AO","90","80","21640","22010"
"Leaver Dept.","2022","Unknown","50-59","EO","120","90","27730","27900"
"Leaver Dept.","2022","Unknown","50-59","G6/G7","400","300","59210","56430"
"Leaver Dept.","2022","Unknown","50-59","SCS","110","80","115390","114350"
"Leaver Dept.","2022","Unknown","50-59","SEO/HEO","320","220","38210","38770"
"Leaver Dept.","2022","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","G6/G7","80","60","63560","61440"
"Leaver Dept.","2022","Unknown","60-64","SCS","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","SEO/HEO","70","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","AA/AO","560","550","21430","21010"
"New entrant CS","2021","Declared disabled","20-29","EO","620","610","27700","27570"
"New entrant CS","2021","Declared disabled","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","SEO/HEO","280","270","32680","32540"
"New entrant CS","2021","Declared disabled","20-29","Unknown","60","60","23040","22920"
"New entrant CS","2021","Declared disabled","30-39","AA/AO","270","260","21230","21010"
"New entrant CS","2021","Declared disabled","30-39","EO","400","390","27910","27570"
"New entrant CS","2021","Declared disabled","30-39","G6/G7","60","60","55680","54390"
"New entrant CS","2021","Declared disabled","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","SEO/HEO","180","170","35070","34490"
"New entrant CS","2021","Declared disabled","30-39","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","AA/AO","190","180","21210","21010"
"New entrant CS","2021","Declared disabled","40-49","EO","360","340","28000","27570"
"New entrant CS","2021","Declared disabled","40-49","G6/G7","60","60","54930","53700"
"New entrant CS","2021","Declared disabled","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","SEO/HEO","120","110","35310","34550"
"New entrant CS","2021","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","AA/AO","190","180","20910","21010"
"New entrant CS","2021","Declared disabled","50-59","EO","300","290","27990","27570"
"New entrant CS","2021","Declared disabled","50-59","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","SEO/HEO","80","80","35800","35900"
"New entrant CS","2021","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","EO","60","60","28270","27570"
"New entrant CS","2021","Declared disabled","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","AA/AO","330","320","20990","21010"
"New entrant CS","2021","Declared non-disabled","16-19","EO","100","100","25360","25560"
"New entrant CS","2021","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","20-29","AA/AO","4810","4730","21720","21010"
"New entrant CS","2021","Declared non-disabled","20-29","EO","4310","4280","27660","27570"
"New entrant CS","2021","Declared non-disabled","20-29","G6/G7","170","170","54080","53180"
"New entrant CS","2021","Declared non-disabled","20-29","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","20-29","SEO/HEO","2340","2330","33550","33000"
"New entrant CS","2021","Declared non-disabled","20-29","Unknown","490","480","23390","22920"
"New entrant CS","2021","Declared non-disabled","30-39","AA/AO","2160","2100","21970","21010"
"New entrant CS","2021","Declared non-disabled","30-39","EO","2690","2610","28010","27570"
"New entrant CS","2021","Declared non-disabled","30-39","G6/G7","610","590","56700","54700"
"New entrant CS","2021","Declared non-disabled","30-39","SCS","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","30-39","SEO/HEO","1630","1580","35680","35060"
"New entrant CS","2021","Declared non-disabled","30-39","Unknown","250","230","25630","22920"
"New entrant CS","2021","Declared non-disabled","40-49","AA/AO","1460","1420","21780","21010"
"New entrant CS","2021","Declared non-disabled","40-49","EO","2020","1960","28000","27570"
"New entrant CS","2021","Declared non-disabled","40-49","G6/G7","530","510","58660","55000"
"New entrant CS","2021","Declared non-disabled","40-49","SCS","70","60","94220","91970"
"New entrant CS","2021","Declared non-disabled","40-49","SEO/HEO","980","930","36570","36330"
"New entrant CS","2021","Declared non-disabled","40-49","Unknown","140","130","30920","22920"
"New entrant CS","2021","Declared non-disabled","50-59","AA/AO","1470","1430","21350","21010"
"New entrant CS","2021","Declared non-disabled","50-59","EO","1700","1650","27950","27570"
"New entrant CS","2021","Declared non-disabled","50-59","G6/G7","350","350","59210","56520"
