"Status","Year","Responsibility_level","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","20-29","380","360","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","30-39","320","290","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","40-49","230","210","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","50-59","250","220","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","60-64","170","140","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","65+","150","120","[c]","[c]"
"Leaver CS","2022","Unknown","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","20-29","60","60","28110","28980"
"Leaver CS","2022","Unknown","Other","30-39","60","60","34410","32700"
"Leaver CS","2022","Unknown","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Other","60-64","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Other","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","20-29","110","70","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","30-39","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","50-59","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","65+","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Delivery","20-29","330","320","20790","21010"
"Leaver Dept.","2021","AA/AO","Operational Delivery","30-39","220","210","20780","20700"
"Leaver Dept.","2021","AA/AO","Operational Delivery","40-49","140","130","21030","21010"
"Leaver Dept.","2021","AA/AO","Operational Delivery","50-59","110","110","20730","20430"
"Leaver Dept.","2021","AA/AO","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Property","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","20-29","460","440","21430","21010"
"Leaver Dept.","2021","AA/AO","Unknown","30-39","350","320","21210","21010"
"Leaver Dept.","2021","AA/AO","Unknown","40-49","190","170","21210","21010"
"Leaver Dept.","2021","AA/AO","Unknown","50-59","140","140","20980","21010"
"Leaver Dept.","2021","AA/AO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","20-29","160","160","25770","25100"
"Leaver Dept.","2021","EO","Operational Delivery","30-39","170","170","25250","24890"
"Leaver Dept.","2021","EO","Operational Delivery","40-49","90","80","25660","25100"
"Leaver Dept.","2021","EO","Operational Delivery","50-59","60","60","25220","24890"
"Leaver Dept.","2021","EO","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","20-29","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","20-29","140","140","27650","27420"
"Leaver Dept.","2021","EO","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","20-29","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","20-29","450","410","27900","27570"
"Leaver Dept.","2021","EO","Unknown","30-39","360","330","27650","27570"
"Leaver Dept.","2021","EO","Unknown","40-49","280","260","27560","27570"
"Leaver Dept.","2021","EO","Unknown","50-59","180","180","27960","27570"
"Leaver Dept.","2021","EO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","20-29","110","110","53440","52850"
"Leaver Dept.","2021","G6/G7","Policy","30-39","290","280","55910","53870"
"Leaver Dept.","2021","G6/G7","Policy","40-49","110","100","58470","57160"
"Leaver Dept.","2021","G6/G7","Policy","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","20-29","120","100","54700","54700"
"Leaver Dept.","2021","G6/G7","Unknown","30-39","350","290","57490","55650"
"Leaver Dept.","2021","G6/G7","Unknown","40-49","190","160","58430","57400"
"Leaver Dept.","2021","G6/G7","Unknown","50-59","130","120","59090","60350"
"Leaver Dept.","2021","G6/G7","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
