"Status","Year","Parent_department","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Female","120","90","19760","19610"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Male","140","100","20010","19610"
"Leaver CS","2022","UK Statistics Authority","EO","Female","40","40","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Male","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Female","80","80","33410","32540"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Male","110","100","33910","33710"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Female","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Female","50","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Female","50","50","58040","54810"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","EO","Female","80","80","27210","27500"
"Leaver Dept.","2021","Cabinet Office","EO","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Female","160","160","56800","54700"
"Leaver Dept.","2021","Cabinet Office","G6/G7","Male","150","150","58090","56340"
"Leaver Dept.","2021","Cabinet Office","SCS","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Female","470","460","32970","32000"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","Male","370","370","33030","32000"
"Leaver Dept.","2021","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Female","100","90","55590","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","120","110","56470","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","130","120","35250","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","130","120","36060","34510"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","G6/G7","Female","50","50","56510","54400"
"Leaver Dept.","2021","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","SEO/HEO","Female","70","70","37230","37100"
"Leaver Dept.","2021","Department for Education","SEO/HEO","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","EO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","70","60","55970","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","50","50","55200","53870"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","150","150","35540","34700"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","130","130","35140","34270"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Male","50","50","54920","53490"
"Leaver Dept.","2021","Department for International Trade","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Female","60","60","34680","32840"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Male","70","70","35010","34170"
"Leaver Dept.","2021","Department for Transport","AA/AO","Female","50","50","20980","21170"
"Leaver Dept.","2021","Department for Transport","AA/AO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","EO","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","EO","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","G6/G7","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","SEO/HEO","Female","80","80","37550","35430"
"Leaver Dept.","2021","Department for Transport","SEO/HEO","Male","90","90","37140","35230"
"Leaver Dept.","2021","Department for Work and Pensions","AA/AO","Female","200","190","21170","21010"
"Leaver Dept.","2021","Department for Work and Pensions","AA/AO","Male","140","140","21220","21010"
"Leaver Dept.","2021","Department for Work and Pensions","EO","Female","390","360","28040","27570"
"Leaver Dept.","2021","Department for Work and Pensions","EO","Male","270","260","28090","27570"
"Leaver Dept.","2021","Department for Work and Pensions","G6/G7","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","G6/G7","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","SEO/HEO","Female","180","170","34690","33650"
"Leaver Dept.","2021","Department for Work and Pensions","SEO/HEO","Male","110","110","35410","35310"
"Leaver Dept.","2021","Department of Health and Social Care","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","G6/G7","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","SEO/HEO","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","Female","390","360","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","AA/AO","Male","330","320","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","EO","Female","180","180","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","EO","Male","150","150","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Female","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","G6/G7","Male","90","80","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Female","190","180","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","SEO/HEO","Male","170","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","G6/G7","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","AA/AO","Female","80","70","21720","21010"
"Leaver Dept.","2021","Home Office","AA/AO","Male","70","70","21890","21010"
"Leaver Dept.","2021","Home Office","EO","Female","210","190","26370","25160"
"Leaver Dept.","2021","Home Office","EO","Male","140","140","26160","25130"
"Leaver Dept.","2021","Home Office","G6/G7","Female","100","100","60410","57460"
"Leaver Dept.","2021","Home Office","G6/G7","Male","60","60","59300","57460"
"Leaver Dept.","2021","Home Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","SEO/HEO","Female","220","210","37010","35200"
"Leaver Dept.","2021","Home Office","SEO/HEO","Male","150","150","36680","36280"
"Leaver Dept.","2021","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","EO","Female","80","80","25290","26670"
"Leaver Dept.","2021","Ministry of Defence","EO","Male","80","80","24660","25940"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Female","70","70","57610","56350"
"Leaver Dept.","2021","Ministry of Defence","G6/G7","Male","80","80","55570","54730"
"Leaver Dept.","2021","Ministry of Defence","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Female","200","200","34840","33300"
"Leaver Dept.","2021","Ministry of Defence","SEO/HEO","Male","240","240","35340","34450"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","EO","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","Female","70","70","54920","52660"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","G6/G7","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","80","80","35590","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","90","90","34260","33210"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Female","270","250","19990","19930"
"Leaver Dept.","2021","Ministry of Justice","AA/AO","Male","190","190","20300","19930"
"Leaver Dept.","2021","Ministry of Justice","EO","Female","150","150","24300","22840"
"Leaver Dept.","2021","Ministry of Justice","EO","Male","90","90","24080","22570"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","Female","60","60","57750","57740"
"Leaver Dept.","2021","Ministry of Justice","G6/G7","Male","60","60","58550","58130"
"Leaver Dept.","2021","Ministry of Justice","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Female","250","240","35200","34860"
"Leaver Dept.","2021","Ministry of Justice","SEO/HEO","Male","140","140","35900","34110"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
