"Status","Year","Disability","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","White","240","230","37030","32360"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","White","330","300","33490","27570"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","White","120","120","42170","37970"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","White","50","50","42030","41740"
"Leaver Dept.","2021","Declared non-disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","White","80","80","44040","37860"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","White","90","90","47300","42360"
"Leaver Dept.","2021","Declared non-disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","White","90","80","45320","43290"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","White","230","230","37480","32710"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","White","100","100","46940","50000"
"Leaver Dept.","2021","Declared non-disabled","No function","Asian","220","220","33540","29190"
"Leaver Dept.","2021","Declared non-disabled","No function","Black","110","110","33610","32560"
"Leaver Dept.","2021","Declared non-disabled","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Mixed","100","100","40800","34590"
"Leaver Dept.","2021","Declared non-disabled","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","White","1470","1430","40140","33640"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","White","280","280","40960","35690"
"Leaver Dept.","2021","Declared non-disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","White","60","50","40140","33300"
"Leaver Dept.","2021","Declared non-disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Asian","400","370","32680","29500"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Black","180","170","32880","28670"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Mixed","100","90","37120","33960"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Undeclared","80","70","33830","30300"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","120","110","33330","29290"
"Leaver Dept.","2021","Declared non-disabled","Unknown","White","2480","2280","34760","29430"
"Leaver Dept.","2021","Undeclared","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","White","100","90","35830","32000"
"Leaver Dept.","2021","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","80","80","41040","37190"
"Leaver Dept.","2021","Undeclared","Unknown","White","120","100","34720","27570"
"Leaver Dept.","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","60","60","40630","39080"
"Leaver Dept.","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","70","70","41270","37480"
"Leaver Dept.","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Unknown","1240","1220","36570","32000"
"Leaver Dept.","2021","Unknown","No function","White","120","110","44150","36840"
"Leaver Dept.","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","70","70","42840","38600"
"Leaver Dept.","2021","Unknown","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1070","830","35280","31060"
"Leaver Dept.","2021","Unknown","Unknown","White","120","100","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
