"Status","Year","Age","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","65+","Male","White","70","50","56910","52320"
"Leaver Dept.","2022","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Female","Unknown","180","170","20880","20140"
"New entrant CS","2021","16-19","Female","White","260","250","21670","21010"
"New entrant CS","2021","16-19","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Male","Unknown","190","180","20370","20140"
"New entrant CS","2021","16-19","Male","White","190","180","21730","21010"
"New entrant CS","2021","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Female","Asian","1070","1040","27640","27570"
"New entrant CS","2021","20-29","Female","Black","690","680","28460","28590"
"New entrant CS","2021","20-29","Female","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Female","Mixed","490","490","27650","27570"
"New entrant CS","2021","20-29","Female","Other ethnicity","90","90","29870","30350"
"New entrant CS","2021","20-29","Female","Undeclared","170","170","26280","26880"
"New entrant CS","2021","20-29","Female","Unknown","4270","4200","26110","25000"
"New entrant CS","2021","20-29","Female","White","6900","6810","26280","25560"
"New entrant CS","2021","20-29","Male","Asian","880","880","27630","27570"
"New entrant CS","2021","20-29","Male","Black","290","290","28300","27570"
"New entrant CS","2021","20-29","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Male","Mixed","270","260","28140","27570"
"New entrant CS","2021","20-29","Male","Other ethnicity","60","60","30690","31060"
"New entrant CS","2021","20-29","Male","Undeclared","210","200","27290","26770"
"New entrant CS","2021","20-29","Male","Unknown","3500","3470","26280","25000"
"New entrant CS","2021","20-29","Male","White","4950","4920","26760","25850"
"New entrant CS","2021","20-29","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Female","Asian","570","540","30440","28590"
"New entrant CS","2021","30-39","Female","Black","480","460","30210","30220"
"New entrant CS","2021","30-39","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Female","Mixed","250","240","31940","28720"
"New entrant CS","2021","30-39","Female","Other ethnicity","70","70","29700","26880"
"New entrant CS","2021","30-39","Female","Undeclared","100","90","33420","30620"
"New entrant CS","2021","30-39","Female","Unknown","1990","1890","30830","27570"
"New entrant CS","2021","30-39","Female","White","3980","3790","30650","27570"
"New entrant CS","2021","30-39","Male","Asian","570","560","32470","29290"
"New entrant CS","2021","30-39","Male","Black","240","240","30300","30000"
"New entrant CS","2021","30-39","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Male","Mixed","150","150","32780","29290"
"New entrant CS","2021","30-39","Male","Other ethnicity","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Male","Undeclared","140","140","33180","29290"
"New entrant CS","2021","30-39","Male","Unknown","1840","1810","31820","27570"
"New entrant CS","2021","30-39","Male","White","3120","3100","30890","27570"
"New entrant CS","2021","30-39","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Female","Asian","330","310","32660","29290"
"New entrant CS","2021","40-49","Female","Black","330","320","31760","31060"
"New entrant CS","2021","40-49","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Female","Mixed","120","110","30470","27570"
"New entrant CS","2021","40-49","Female","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Female","Undeclared","90","80","32510","29970"
"New entrant CS","2021","40-49","Female","Unknown","1310","1230","33600","27570"
"New entrant CS","2021","40-49","Female","White","2970","2810","31360","27570"
"New entrant CS","2021","40-49","Male","Asian","330","330","35220","29290"
"New entrant CS","2021","40-49","Male","Black","210","210","31700","29880"
"New entrant CS","2021","40-49","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Male","Mixed","90","90","31210","27570"
"New entrant CS","2021","40-49","Male","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Male","Undeclared","90","90","39470","31060"
"New entrant CS","2021","40-49","Male","Unknown","1170","1140","35830","27570"
"New entrant CS","2021","40-49","Male","White","2290","2260","33680","27570"
"New entrant CS","2021","40-49","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Female","Asian","130","120","31020","27570"
"New entrant CS","2021","50-59","Female","Black","230","230","30030","29290"
"New entrant CS","2021","50-59","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Female","Mixed","80","80","31500","27570"
"New entrant CS","2021","50-59","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Female","Undeclared","80","70","30600","27570"
"New entrant CS","2021","50-59","Female","Unknown","970","920","31540","26090"
"New entrant CS","2021","50-59","Female","White","2540","2410","29040","27570"
"New entrant CS","2021","50-59","Male","Asian","140","130","34220","29290"
"New entrant CS","2021","50-59","Male","Black","120","120","33710","29290"
"New entrant CS","2021","50-59","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Male","Mixed","50","50","34260","29290"
"New entrant CS","2021","50-59","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Male","Undeclared","80","80","32580","27570"
"New entrant CS","2021","50-59","Male","Unknown","980","970","35980","27570"
"New entrant CS","2021","50-59","Male","White","2260","2220","32740","27570"
"New entrant CS","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Female","Unknown","150","130","29170","21050"
"New entrant CS","2021","60-64","Female","White","440","390","28340","27570"
"New entrant CS","2021","60-64","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Male","Unknown","180","170","33640","27570"
"New entrant CS","2021","60-64","Male","White","480","460","31640","27570"
"New entrant CS","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","65+","Female","White","80","60","32110","27570"
"New entrant CS","2021","65+","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Male","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","65+","Male","White","100","90","37650","28590"
"New entrant CS","2021","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Asian","40","40","[c]","[c]"
"New entrant CS","2022","16-19","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Female","Unknown","180","170","22050","21250"
"New entrant CS","2022","16-19","Female","White","270","260","22020","21260"
"New entrant CS","2022","16-19","Male","Asian","50","40","[c]","[c]"
"New entrant CS","2022","16-19","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Male","Unknown","250","240","20730","21200"
"New entrant CS","2022","16-19","Male","White","200","190","21630","21260"
"New entrant CS","2022","20-29","Female","Asian","1350","1310","26890","26590"
"New entrant CS","2022","20-29","Female","Black","640","620","28270","27570"
"New entrant CS","2022","20-29","Female","Mixed","520","500","27600","26880"
"New entrant CS","2022","20-29","Female","Other ethnicity","130","120","26840","26800"
"New entrant CS","2022","20-29","Female","Undeclared","120","110","28090","26880"
"New entrant CS","2022","20-29","Female","Unknown","5150","5000","26030","24800"
"New entrant CS","2022","20-29","Female","White","8390","8280","26470","24880"
"New entrant CS","2022","20-29","Male","Asian","1080","1060","27280","26590"
"New entrant CS","2022","20-29","Male","Black","280","280","28020","27060"
"New entrant CS","2022","20-29","Male","Mixed","320","320","27650","26630"
"New entrant CS","2022","20-29","Male","Other ethnicity","80","80","29480","28000"
"New entrant CS","2022","20-29","Male","Undeclared","180","180","28800","27570"
"New entrant CS","2022","20-29","Male","Unknown","3960","3880","26440","24930"
"New entrant CS","2022","20-29","Male","White","5790","5740","26970","25710"
"New entrant CS","2022","20-29","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Female","Asian","720","680","31350","27570"
"New entrant CS","2022","30-39","Female","Black","470","450","30430","28140"
"New entrant CS","2022","30-39","Female","Mixed","270","260","31320","27570"
"New entrant CS","2022","30-39","Female","Other ethnicity","60","60","32040","30450"
"New entrant CS","2022","30-39","Female","Undeclared","130","120","32190","28200"
"New entrant CS","2022","30-39","Female","Unknown","2840","2620","29910","26590"
"New entrant CS","2022","30-39","Female","White","4990","4730","30730","27570"
"New entrant CS","2022","30-39","Male","Asian","700","680","31270","27570"
"New entrant CS","2022","30-39","Male","Black","290","280","31330","30260"
"New entrant CS","2022","30-39","Male","Mixed","150","150","32250","28140"
"New entrant CS","2022","30-39","Male","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Male","Undeclared","150","140","34480","31540"
"New entrant CS","2022","30-39","Male","Unknown","2320","2260","30710","26590"
"New entrant CS","2022","30-39","Male","White","3950","3920","31690","27570"
"New entrant CS","2022","40-49","Female","Asian","450","430","32740","28310"
"New entrant CS","2022","40-49","Female","Black","280","270","30770","29290"
"New entrant CS","2022","40-49","Female","Mixed","120","120","32780","28060"
"New entrant CS","2022","40-49","Female","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Female","Undeclared","70","60","32600","27570"
"New entrant CS","2022","40-49","Female","Unknown","1860","1700","31450","27230"
"New entrant CS","2022","40-49","Female","White","3920","3690","32660","27570"
"New entrant CS","2022","40-49","Male","Asian","370","360","34100","28650"
"New entrant CS","2022","40-49","Male","Black","230","230","32720","30200"
"New entrant CS","2022","40-49","Male","Mixed","70","60","31980","28480"
"New entrant CS","2022","40-49","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Male","Undeclared","130","120","37340","32620"
"New entrant CS","2022","40-49","Male","Unknown","1400","1340","35540","28200"
"New entrant CS","2022","40-49","Male","White","2500","2470","35020","29180"
"New entrant CS","2022","50-59","Female","Asian","150","140","35050","29130"
"New entrant CS","2022","50-59","Female","Black","240","230","31300","28340"
"New entrant CS","2022","50-59","Female","Mixed","80","70","33440","31010"
"New entrant CS","2022","50-59","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Female","Undeclared","90","80","31130","27080"
"New entrant CS","2022","50-59","Female","Unknown","1470","1330","30470","26580"
"New entrant CS","2022","50-59","Female","White","3070","2900","30480","27390"
"New entrant CS","2022","50-59","Male","Asian","160","150","32580","28650"
"New entrant CS","2022","50-59","Male","Black","170","160","31790","29670"
"New entrant CS","2022","50-59","Male","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","50-59","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Male","Undeclared","80","70","34500","31060"
"New entrant CS","2022","50-59","Male","Unknown","1310","1200","33750","28200"
"New entrant CS","2022","50-59","Male","White","2400","2340","34390","28840"
"New entrant CS","2022","60-64","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Black","70","60","31880","31500"
"New entrant CS","2022","60-64","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Female","Unknown","320","270","28460","26350"
"New entrant CS","2022","60-64","Female","White","620","550","28300","24800"
"New entrant CS","2022","60-64","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Male","Black","40","40","[c]","[c]"
"New entrant CS","2022","60-64","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Male","Unknown","340","290","31660","28580"
"New entrant CS","2022","60-64","Male","White","520","490","32330","27570"
"New entrant CS","2022","65+","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Female","Unknown","90","60","31870","27980"
"New entrant CS","2022","65+","Female","White","140","120","30920","27570"
"New entrant CS","2022","65+","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Male","Unknown","130","90","30890","28200"
"New entrant CS","2022","65+","Male","White","170","140","32710","28300"
"New entrant CS","2022","Unknown","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","White","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
