"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","AA/AO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","AA/AO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","EO","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
