"Status","Year","Sex","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Asian","130","130","27940","24890"
"Leaver Dept.","2021","Female","Operational Delivery","Black","80","70","27850","25180"
"Leaver Dept.","2021","Female","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Unknown","220","210","27870","22680"
"Leaver Dept.","2021","Female","Operational Delivery","White","640","610","29320","24310"
"Leaver Dept.","2021","Female","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Other","White","120","110","35970","27870"
"Leaver Dept.","2021","Female","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Asian","90","80","41500","36790"
"Leaver Dept.","2021","Female","Policy","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Unknown","320","310","41980","37410"
"Leaver Dept.","2021","Female","Policy","White","440","420","47350","42780"
"Leaver Dept.","2021","Female","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","White","140","140","41820","33770"
"Leaver Dept.","2021","Female","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Asian","200","180","34440","31060"
"Leaver Dept.","2021","Female","Unknown","Black","130","120","33180","30240"
"Leaver Dept.","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mixed","80","70","36080","32000"
"Leaver Dept.","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","70","60","35210","31980"
"Leaver Dept.","2021","Female","Unknown","Unknown","880","730","35110","32000"
"Leaver Dept.","2021","Female","Unknown","White","1670","1510","34920","31990"
"Leaver Dept.","2021","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","White","70","60","41190","36890"
"Leaver Dept.","2021","Male","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","White","60","60","48530","45480"
"Leaver Dept.","2021","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","White","80","70","41480","38200"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Asian","80","80","27130","25080"
"Leaver Dept.","2021","Male","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Unknown","160","160","27390","23480"
"Leaver Dept.","2021","Male","Operational Delivery","White","470","470","30100","25040"
"Leaver Dept.","2021","Male","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","White","70","70","39870","32830"
"Leaver Dept.","2021","Male","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Asian","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Unknown","250","250","41360","36990"
"Leaver Dept.","2021","Male","Policy","White","360","350","46640","40690"
"Leaver Dept.","2021","Male","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","White","120","120","43480","40380"
"Leaver Dept.","2021","Male","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","White","60","60","35750","32680"
"Leaver Dept.","2021","Male","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
