"Status","Year","Sexual_orientation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","LGBO","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Inner London - West","60","60","48980","43850"
"Leaver Dept.","2021","LGBO","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Inner London - West","140","130","44500","40600"
"Leaver Dept.","2021","Undeclared","No function","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Inner London - West","80","80","48790","44750"
"Leaver Dept.","2021","Undeclared","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
