"Status","Year","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Human Resources","40-49","70","60","46530","44080"
"Leaver Dept.","2021","Human Resources","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","20-29","60","60","37720","35280"
"Leaver Dept.","2021","International Trade","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","50","50","52360","51530"
"Leaver Dept.","2021","Legal","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","20-29","680","670","25590","22820"
"Leaver Dept.","2021","Operational Delivery","30-39","600","570","28110","24890"
"Leaver Dept.","2021","Operational Delivery","40-49","390","370","33580","26030"
"Leaver Dept.","2021","Operational Delivery","50-59","290","280","33420","25330"
"Leaver Dept.","2021","Operational Delivery","60-64","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","20-29","100","100","29070","27350"
"Leaver Dept.","2021","Other","30-39","80","70","34690","30880"
"Leaver Dept.","2021","Other","40-49","70","70","47880","40110"
"Leaver Dept.","2021","Other","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","20-29","730","720","36300","33510"
"Leaver Dept.","2021","Policy","30-39","590","570","46610","49600"
"Leaver Dept.","2021","Policy","40-49","250","230","57350","55030"
"Leaver Dept.","2021","Policy","50-59","110","110","51670","42210"
"Leaver Dept.","2021","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","130","130","31360","30230"
"Leaver Dept.","2021","Project Delivery","30-39","110","110","42180","40440"
"Leaver Dept.","2021","Project Delivery","40-49","110","100","47800","42460"
"Leaver Dept.","2021","Project Delivery","50-59","70","70","50460","46400"
"Leaver Dept.","2021","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","20-29","50","50","29670","27540"
"Leaver Dept.","2021","Science and Engineering","30-39","50","40","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Statistics","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","2030","1850","31740","32000"
"Leaver Dept.","2021","Unknown","30-39","1610","1430","38150","32020"
"Leaver Dept.","2021","Unknown","40-49","980","890","38490","31990"
"Leaver Dept.","2021","Unknown","50-59","680","630","37420","31880"
"Leaver Dept.","2021","Unknown","60-64","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","120","50","[c]","[c]"
"Leaver Dept.","2022","Commercial","20-29","110","60","30550","29550"
"Leaver Dept.","2022","Commercial","30-39","150","110","36920","36580"
"Leaver Dept.","2022","Commercial","40-49","110","70","46140","43470"
"Leaver Dept.","2022","Commercial","50-59","110","80","46930","41950"
"Leaver Dept.","2022","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","20-29","110","80","33310","32940"
"Leaver Dept.","2022","Communications","30-39","150","110","41560","37960"
"Leaver Dept.","2022","Communications","40-49","90","60","49200","40720"
"Leaver Dept.","2022","Communications","50-59","60","30","[c]","[c]"
"Leaver Dept.","2022","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","40-49","40","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","20-29","160","130","34080","33100"
"Leaver Dept.","2022","Digital, Data and Technology","30-39","240","210","39650","37030"
"Leaver Dept.","2022","Digital, Data and Technology","40-49","220","190","47250","42720"
"Leaver Dept.","2022","Digital, Data and Technology","50-59","120","100","45670","39610"
"Leaver Dept.","2022","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","20-29","90","90","36280","33850"
"Leaver Dept.","2022","Economics","30-39","50","40","[c]","[c]"
"Leaver Dept.","2022","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","20-29","130","80","33150","30820"
"Leaver Dept.","2022","Finance","30-39","160","130","41790","37590"
"Leaver Dept.","2022","Finance","40-49","190","140","44790","40490"
"Leaver Dept.","2022","Finance","50-59","120","90","45340","41680"
"Leaver Dept.","2022","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","20-29","190","170","30540","29730"
"Leaver Dept.","2022","Human Resources","30-39","150","140","38310","33020"
"Leaver Dept.","2022","Human Resources","40-49","140","130","43950","40060"
"Leaver Dept.","2022","Human Resources","50-59","100","90","45520","40360"
"Leaver Dept.","2022","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","30-39","90","80","42140","39360"
"Leaver Dept.","2022","Knowledge and Information Management","40-49","90","80","46460","48860"
"Leaver Dept.","2022","Knowledge and Information Management","50-59","80","70","47390","44030"
"Leaver Dept.","2022","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Legal","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","30-39","80","70","67530","78190"
"Leaver Dept.","2022","Medicine","40-49","130","110","82280","90980"
"Leaver Dept.","2022","Medicine","50-59","120","100","104900","112540"
"Leaver Dept.","2022","Medicine","60-64","50","40","[c]","[c]"
"Leaver Dept.","2022","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","20-29","2430","2330","27280","26880"
"Leaver Dept.","2022","Operational Delivery","30-39","2390","2270","31930","27570"
"Leaver Dept.","2022","Operational Delivery","40-49","1890","1770","36300","30060"
"Leaver Dept.","2022","Operational Delivery","50-59","1420","1320","37400","30110"
"Leaver Dept.","2022","Operational Delivery","60-64","280","240","42000","32180"
"Leaver Dept.","2022","Operational Delivery","65+","90","70","36240","28590"
"Leaver Dept.","2022","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","20-29","300","300","27440","27570"
"Leaver Dept.","2022","Other","30-39","200","200","31540","27570"
"Leaver Dept.","2022","Other","40-49","160","150","35380","28440"
"Leaver Dept.","2022","Other","50-59","110","110","33860","27570"
"Leaver Dept.","2022","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","20-29","950","790","37390","34020"
"Leaver Dept.","2022","Policy","30-39","790","680","47450","48200"
"Leaver Dept.","2022","Policy","40-49","400","300","52890","53130"
"Leaver Dept.","2022","Policy","50-59","240","150","54790","52150"
"Leaver Dept.","2022","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","20-29","140","140","31590","30050"
"Leaver Dept.","2022","Project Delivery","30-39","140","130","40440","39040"
"Leaver Dept.","2022","Project Delivery","40-49","150","140","46060","41730"
"Leaver Dept.","2022","Project Delivery","50-59","90","80","44480","40290"
"Leaver Dept.","2022","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","20-29","510","490","28760","28590"
"Leaver Dept.","2022","Science and Engineering","30-39","570","540","36670","36330"
"Leaver Dept.","2022","Science and Engineering","40-49","590","540","43660","40560"
"Leaver Dept.","2022","Science and Engineering","50-59","460","420","48000","45840"
"Leaver Dept.","2022","Science and Engineering","60-64","100","90","49690","43900"
"Leaver Dept.","2022","Science and Engineering","65+","50","30","[c]","[c]"
"Leaver Dept.","2022","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","20-29","40","30","[c]","[c]"
"Leaver Dept.","2022","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","20-29","60","60","35690","33210"
"Leaver Dept.","2022","Statistics","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","1750","1590","34350","32000"
"Leaver Dept.","2022","Unknown","30-39","1350","1150","45250","40600"
"Leaver Dept.","2022","Unknown","40-49","770","640","52200","51440"
"Leaver Dept.","2022","Unknown","50-59","460","380","50030","43710"
"Leaver Dept.","2022","Unknown","60-64","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","180","180","29510","26810"
"New entrant CS","2021","Commercial","30-39","130","120","39550","37420"
"New entrant CS","2021","Commercial","40-49","100","90","42900","40200"
"New entrant CS","2021","Commercial","50-59","60","60","39280","36820"
"New entrant CS","2021","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","20-29","230","230","29870","28500"
"New entrant CS","2021","Communications","30-39","120","110","41220","39310"
"New entrant CS","2021","Communications","40-49","80","70","44300","40000"
"New entrant CS","2021","Communications","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","20-29","550","550","31280","29540"
"New entrant CS","2021","Digital, Data and Technology","30-39","550","550","42250","38880"
"New entrant CS","2021","Digital, Data and Technology","40-49","460","450","46060","43160"
"New entrant CS","2021","Digital, Data and Technology","50-59","240","240","47910","48200"
"New entrant CS","2021","Digital, Data and Technology","60-64","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","20-29","410","410","30970","31800"
"New entrant CS","2021","Economics","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","250","250","29540","27270"
"New entrant CS","2021","Finance","30-39","190","180","37630","34170"
"New entrant CS","2021","Finance","40-49","150","150","42190","38800"
"New entrant CS","2021","Finance","50-59","90","90","40570","36250"
"New entrant CS","2021","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","260","260","27070","26630"
"New entrant CS","2021","Human Resources","30-39","190","180","35210","31700"
"New entrant CS","2021","Human Resources","40-49","150","140","39810","35030"
"New entrant CS","2021","Human Resources","50-59","90","80","39210","32040"
"New entrant CS","2021","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","20-29","70","70","33030","28700"
"New entrant CS","2021","Intelligence Analysis","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","20-29","90","90","29370","31800"
"New entrant CS","2021","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","20-29","70","70","26820","26130"
"New entrant CS","2021","Knowledge and Information Management","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","20-29","330","320","34010","30850"
"New entrant CS","2021","Legal","30-39","320","310","44540","48080"
"New entrant CS","2021","Legal","40-49","180","170","47540","50500"
"New entrant CS","2021","Legal","50-59","90","90","48760","50500"
"New entrant CS","2021","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","20-29","50","40","[c]","[c]"
"New entrant CS","2021","Medicine","30-39","120","100","46180","36370"
"New entrant CS","2021","Medicine","40-49","120","100","54510","40000"
"New entrant CS","2021","Medicine","50-59","80","60","55210","44500"
"New entrant CS","2021","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","16-19","310","300","21090","20810"
"New entrant CS","2021","Operational Delivery","20-29","7240","7100","23920","22850"
"New entrant CS","2021","Operational Delivery","30-39","3770","3620","26490","23320"
"New entrant CS","2021","Operational Delivery","40-49","2260","2150","27890","23790"
"New entrant CS","2021","Operational Delivery","50-59","2000","1880","27500","22920"
"New entrant CS","2021","Operational Delivery","60-64","350","300","26960","21430"
"New entrant CS","2021","Operational Delivery","65+","100","70","30540","25010"
"New entrant CS","2021","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","20-29","90","90","30740","31810"
"New entrant CS","2021","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","16-19","30","30","[c]","[c]"
"New entrant CS","2021","Other","20-29","710","700","25580","24880"
