"Status","Year","Region_ITL2","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","HM Prison and Probation Service","120","110","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Department for Work and Pensions (excl. agencies)","50","40","25230","26890"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","HM Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","HM Prison and Probation Service","120","110","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","National Crime Agency","50","50","48020","41860"
"Leaver CS","2021","Inner London - East","No function","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","No function","Public Health England","140","130","46060","40070"
"Leaver CS","2021","Inner London - East","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Department for Work and Pensions (excl. agencies)","120","120","28390","31060"
"Leaver CS","2021","Inner London - East","Unknown","HM Revenue and Customs (excl. agencies)","110","90","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Medicines and Healthcare Products Regulatory Agency","70","70","48790","40850"
"Leaver CS","2021","Inner London - East","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Crown Prosecution Service","50","50","48190","55000"
"Leaver CS","2021","Inner London - West","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Government Legal Department","100","90","56010","52280"
"Leaver CS","2021","Inner London - West","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Cabinet Office (excl. agencies)","70","60","48500","34550"
"Leaver CS","2021","Inner London - West","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","140","53260","52300"
"Leaver CS","2021","Inner London - West","No function","Department for Digital, Culture, Media and Sport","60","60","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","120","120","38190","32620"
"Leaver CS","2021","Inner London - West","No function","Department for International Trade","80","80","36960","31180"
"Leaver CS","2021","Inner London - West","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","HM Courts and Tribunals Service","160","160","25740","23500"
"Leaver CS","2021","Inner London - West","No function","HM Prison and Probation Service","150","140","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Ministry of Justice (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Public Health England","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
