"Status","Year","Responsibility_level","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","South West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Public Health England","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Yorkshire and The Humber","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East of England","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Cabinet Office (excl. agencies)","60","60","102810","94990"
"Leaver CS","2022","SCS","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Medicines and Healthcare Products Regulatory Agency","40","30","[c]","[c]"
"Leaver CS","2022","SCS","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","Public Health England","50","40","[c]","[c]"
"Leaver CS","2022","SCS","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","London","UK Health Security Agency","40","30","[c]","[c]"
"Leaver CS","2022","SCS","North East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Yorkshire and The Humber","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","HM Prison and Probation Service","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","HM Revenue and Customs (excl. agencies)","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
