"Status","Year","Organisation","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Vehicle Certification Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Declared non-disabled","White","190","170","42790","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Unknown","Unknown","50","50","23970","21050"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared disabled","White","90","90","40740","34140"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Asian","60","60","40420","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Declared non-disabled","White","500","490","43010","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","530","530","36150","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
