"Status","Year","Region_ITL2","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","60","60","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","No function","220","200","29440","27570"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","White","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","No function","50","40","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","White","Unknown","70","70","29560","26950"
"Leaver CS","2022","Inner London - East","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","No function","220","210","38670","31060"
"Leaver CS","2022","Inner London - East","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Asian","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","No function","250","230","35180","31060"
"Leaver CS","2022","Inner London - East","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","No function","60","60","41500","31060"
"Leaver CS","2022","Inner London - East","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","No function","90","80","44440","40850"
"Leaver CS","2022","Inner London - East","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","No function","180","180","35690","31060"
"Leaver CS","2022","Inner London - East","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Unknown","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Digital, Data & Technology","70","70","57990","57270"
"Leaver CS","2022","Inner London - East","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","No function","960","890","45190","40060"
"Leaver CS","2022","Inner London - East","White","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","White","Unknown","150","140","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","No function","210","200","38790","33740"
"Leaver CS","2022","Inner London - West","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Asian","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","No function","160","150","33240","31060"
"Leaver CS","2022","Inner London - West","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Black","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","No function","90","90","34740","31060"
"Leaver CS","2022","Inner London - West","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","No function","30","30","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","No function","80","80","42640","39940"
"Leaver CS","2022","Inner London - West","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Commercial","90","60","74590","68000"
"Leaver CS","2022","Inner London - West","Unknown","Communications","90","70","44910","40600"
"Leaver CS","2022","Inner London - West","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Digital, Data & Technology","60","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Finance","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","No function","880","750","39140","32790"
"Leaver CS","2022","Inner London - West","Unknown","Project Delivery","50","50","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","Unknown","Unknown","210","140","35400","29430"
"Leaver CS","2022","Inner London - West","White","Analysis","100","80","40900","37380"
"Leaver CS","2022","Inner London - West","White","Commercial","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Communications","100","90","45420","40640"
"Leaver CS","2022","Inner London - West","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Digital, Data & Technology","90","80","47540","45020"
"Leaver CS","2022","Inner London - West","White","Finance","50","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Human Resources","80","70","46710","40530"
"Leaver CS","2022","Inner London - West","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Legal","180","160","49670","51250"
"Leaver CS","2022","Inner London - West","White","No function","1060","980","46630","41750"
"Leaver CS","2022","Inner London - West","White","Project Delivery","70","60","57110","57870"
"Leaver CS","2022","Inner London - West","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Security","40","40","[c]","[c]"
"Leaver CS","2022","Inner London - West","White","Unknown","400","270","48940","41970"
"Leaver CS","2022","Kent","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","Black","Commercial","[c]","[c]","[c]","[c]"
